"RetentionTime","TIC","Mass","Intensity"
185.502,1122,40.9,203
185.502,1122,44,581
185.502,1122,207,336
185.787,1034,44.1,739
185.787,1034,206.9,294
186.07302,1147,44,896
186.07302,1147,207.2,250
186.35898,1315,43.9,821
186.35898,1315,73,158
186.35898,1315,207,335
186.64398,1278,41,152
186.64398,1278,44,752
186.64398,1278,73.1,163
186.64398,1278,207,210
186.93,1037,44,822
186.93,1037,207,214
187.21602,982,44,741
187.21602,982,207.1,241
187.50198,1087,43.9,759
187.50198,1087,207.1,328
187.78698,1039,44,824
187.78698,1039,207,214
188.073,1110,44,866
188.073,1110,206.9,244
188.35902,1162,44,717
188.35902,1162,78.1,172
188.35902,1162,207.1,271
188.64402,1094,44,824
188.64402,1094,207.1,269
188.92998,1038,44,766
188.92998,1038,207.1,271
189.216,1246,44,878
189.216,1246,207.1,368
189.50202,870,43.9,707
189.50202,870,207,162
189.78702,1295,41,188
189.78702,1295,44,909
189.78702,1295,207.1,198
190.07298,1431,40.9,159
190.07298,1431,44,1025
190.07298,1431,207,246
190.359,1336,40.9,157
190.359,1336,44,770
190.359,1336,78,157
190.359,1336,207.1,250
190.64502,1608,43.9,959
190.64502,1608,55.1,155
190.64502,1608,207.1,493
190.93002,1562,41,167
190.93002,1562,44,1084
190.93002,1562,207.1,310
191.21598,1252,44,837
191.21598,1252,207.1,415
191.502,1218,44,893
191.502,1218,207.1,325
191.787,915,44,698
191.787,915,207.1,217
192.07302,1301,44,844
192.07302,1301,73,156
192.07302,1301,207,299
192.35898,1238,40.9,187
192.35898,1238,44.1,818
192.35898,1238,207.1,233
192.645,1278,43.9,840
192.645,1278,73,167
192.645,1278,207.1,269
192.93,1146,44,820
192.93,1146,207,325
193.21602,877,43.9,877
193.50198,1335,44,1077
193.50198,1335,207.1,257
193.78698,1080,44,867
193.78698,1080,207,213
194.073,693,44,693
194.35902,1139,44,939
194.35902,1139,207,199
194.64498,1205,43.9,995
194.64498,1205,207.1,210
194.92998,1214,44,966
194.92998,1214,207.1,248
195.216,1448,44.1,1209
195.216,1448,207,239
195.50202,1203,44,982
195.50202,1203,207,220
195.78702,1079,43.9,825
195.78702,1079,207,254
196.07298,933,44,751
196.07298,933,207,182
196.359,1132,43.1,174
196.359,1132,44,665
196.359,1132,207.2,292
196.64502,1015,44,796
196.64502,1015,207.1,219
196.93002,1069,44,1069
197.21598,1096,44,877
197.21598,1096,207.1,218
197.502,970,43.9,676
197.502,970,207.1,294
197.787,1327,41,235
197.787,1327,44,877
197.787,1327,207.2,214
198.07302,1116,44,794
198.07302,1116,207.1,321
198.35898,997,41.1,159
198.35898,997,44,838
198.645,1237,44,885
198.645,1237,207,352
198.93,1176,41,159
198.93,1176,44,714
198.93,1176,207.2,303
199.21602,1201,44,975
199.21602,1201,207.2,225
199.50198,1179,44.1,902
199.50198,1179,207.1,276
199.788,915,44,746
199.788,915,207,169
200.073,1312,44,1081
200.073,1312,206.9,231
200.35902,1427,44,1064
200.35902,1427,207,362
200.64498,986,44,777
200.64498,986,207.1,209
200.92998,1316,44,1128
200.92998,1316,207.1,187
201.216,943,44,734
201.216,943,207,209
201.50202,1149,44,825
201.50202,1149,78.1,164
201.50202,1149,206.9,159
201.78798,1388,44,1122
201.78798,1388,207,265
202.07298,1325,44,1032
202.07298,1325,207.1,292
202.359,1294,44,966
202.359,1294,207,327
202.64502,1148,44,850
202.64502,1148,207,298
202.93002,807,44,807
203.21598,1262,44.1,978
203.21598,1262,207.1,284
203.502,932,44,775
203.502,932,207,156
203.78802,995,43.9,625
203.78802,995,78.1,174
203.78802,995,207,194
204.07302,1441,44,1133
204.07302,1441,207.1,307
204.35898,950,43.9,796
204.35898,950,207.1,153
204.645,1285,44,997
204.645,1285,207.1,287
204.93,928,43.9,738
204.93,928,207.2,189
205.21602,976,44,789
205.21602,976,207,186
205.50198,1086,44,1086
205.788,1324,44,957
205.788,1324,207,367
206.073,913,44,913
206.35902,1098,44,944
206.35902,1098,207.1,154
206.64498,1047,44,817
206.64498,1047,207.1,229
206.92998,1141,43.9,862
206.92998,1141,207.1,278
207.216,1095,43.9,909
207.216,1095,207.1,185
207.50202,1247,44,1035
207.50202,1247,207.1,211
207.78798,1458,44,963
207.78798,1458,73,190
207.78798,1458,207,304
208.07298,1374,43.9,935
208.07298,1374,73.1,176
208.07298,1374,207,262
208.359,1219,44,1038
208.359,1219,207.1,180
208.64502,1202,43.9,1006
208.64502,1202,207.1,196
208.93002,1198,44,1025
208.93002,1198,207.1,172
209.21598,1007,44,852
209.21598,1007,207.1,154
209.502,1048,44,842
209.502,1048,207.1,206
209.78802,1077,43.9,893
209.78802,1077,207.1,183
210.07302,986,43.9,804
210.07302,986,207.2,182
