"RetentionTime","TIC","Mass","Intensity"
185.49798,727,43.9,727
185.78298,943,43.9,775
185.78298,943,207.2,168
186.069,865,44,865
186.35502,986,40.9,153
186.35502,986,43.9,833
186.64002,1011,44,733
186.64002,1011,207,278
186.92598,925,44,767
186.92598,925,207.1,157
187.212,1158,41.1,196
187.212,1158,44,805
187.212,1158,207.1,156
187.49802,1153,41,153
187.49802,1153,44.1,777
187.49802,1153,207.2,221
187.78302,1086,44,914
187.78302,1086,207,171
188.06898,725,44,725
188.355,1234,44,942
188.355,1234,207,291
188.64,915,44,915
188.92602,989,44.1,800
188.92602,989,206.9,189
189.21198,1025,44,845
189.21198,1025,207,179
189.498,928,44,928
189.783,1124,43.9,922
189.783,1124,207,201
190.06902,855,44,855
190.35498,1201,44,1030
190.35498,1201,207.1,171
190.63998,911,44,681
190.63998,911,207.1,229
190.926,893,43.9,893
191.21202,1072,44,829
191.21202,1072,207.1,242
191.49798,779,44,779
191.78298,1080,43.9,869
191.78298,1080,207.2,211
192.069,896,44,896
192.35502,759,44,759
192.64002,893,44,893
192.92598,1158,44,976
192.92598,1158,207.1,181
193.212,939,44,939
193.49802,712,43.9,712
193.78302,1439,43,156
193.78302,1439,43.9,1071
193.78302,1439,207,212
194.06898,1131,44,779
194.06898,1131,78,154
194.06898,1131,206.9,197
194.355,1119,44,891
194.355,1119,207,227
194.64102,712,44,712
194.92602,1089,43.9,778
194.92602,1089,207.1,310
195.21198,1331,44,938
195.21198,1331,78,188
195.21198,1331,207.1,204
195.498,907,44,907
195.783,1123,44,1123
196.06902,928,44,928
196.35498,850,43.9,850
196.641,844,44,649
196.641,844,207.1,195
196.926,1014,44.1,1014
197.21202,884,44,884
197.49798,1142,44,958
197.49798,1142,207.1,183
197.78298,1074,43.9,913
197.78298,1074,207.1,160
198.069,996,44,996
198.35502,931,44,766
198.35502,931,207.1,164
198.64098,963,44,779
198.64098,963,207.2,184
198.92598,741,44,741
199.212,1035,44,1035
199.49802,1301,44,975
199.49802,1301,78.1,150
199.49802,1301,207,176
199.78302,987,44,822
199.78302,987,207.1,164
200.06898,992,41,181
200.06898,992,44.1,810
200.355,996,44,996
200.64102,1080,44,926
200.64102,1080,55.1,154
200.92602,1112,44,937
200.92602,1112,207,175
201.21198,943,43.9,737
201.21198,943,207,206
201.498,926,44,926
201.783,947,44,779
201.783,947,207,167
202.06902,1387,44,1068
202.06902,1387,207,319
202.35498,1123,44,1123
202.641,1055,44,847
