"RetentionTime","TIC","Mass","Intensity"
185.493,1270,43.9,1056
185.493,1270,206.9,214
185.77902,1262,44,798
185.77902,1262,207.1,463
186.06498,1526,44,987
186.06498,1526,78,161
186.06498,1526,207.1,377
186.34998,1100,44,760
186.34998,1100,207.1,339
186.636,1522,41.1,219
186.636,1522,43.9,806
186.636,1522,77.9,161
186.636,1522,207.1,334
186.92202,1379,40.9,153
186.92202,1379,43.9,789
186.92202,1379,207,286
186.92202,1379,281.1,150
187.20798,863,44,646
187.20798,863,207.1,216
187.49298,1135,43.9,788
187.49298,1135,207,346
187.779,1134,44,923
187.779,1134,206.9,210
188.06502,1189,44,939
188.06502,1189,207,249
188.35098,1337,44,919
188.35098,1337,207.1,417
188.63598,1271,43.9,931
188.63598,1271,207.1,340
188.922,1082,43.9,842
188.922,1082,207,240
189.20802,1194,44.1,795
189.20802,1194,207.1,399
189.49302,1201,44,982
189.49302,1201,206.9,218
189.77898,1251,44,905
189.77898,1251,207,346
190.065,1072,44,841
190.065,1072,207.1,230
190.35102,1245,43.9,1035
190.35102,1245,207,210
190.63602,1184,44.1,936
190.63602,1184,207.1,248
190.92198,1510,43.1,210
190.92198,1510,44,934
190.92198,1510,207.1,365
191.208,1204,40.9,185
191.208,1204,44.1,768
191.208,1204,207,250
191.493,1115,44.1,759
191.493,1115,207,356
191.77902,1117,44,828
191.77902,1117,207,288
192.06498,1716,40.9,166
192.06498,1716,43,170
192.06498,1716,44,900
192.06498,1716,73,262
192.06498,1716,207.1,216
192.351,1748,44,877
192.351,1748,73,417
192.351,1748,147,154
192.351,1748,207,298
192.636,1480,44,920
192.636,1480,73.1,249
192.636,1480,207.1,310
192.92202,1259,43,246
192.92202,1259,44,803
192.92202,1259,207.1,209
193.20798,1348,44,1142
193.20798,1348,206.9,205
193.49298,1215,44,843
193.49298,1215,78.1,155
193.49298,1215,207.1,216
193.779,1504,40.8,157
193.779,1504,44,1042
193.779,1504,207,304
194.06502,1254,43.9,980
194.06502,1254,207,274
194.35098,1086,43.9,777
194.35098,1086,207,309
194.63598,1315,42.1,166
194.63598,1315,44,869
194.63598,1315,207,278
194.922,1378,44,1054
194.922,1378,206.9,323
195.20802,1016,44,787
195.20802,1016,207,229
195.49302,1158,44,887
195.49302,1158,207,270
195.77898,1366,40.9,150
195.77898,1366,44,900
195.77898,1366,207.2,314
196.065,1110,44,903
196.065,1110,207,206
196.35102,1174,43.9,810
196.35102,1174,207.1,363
196.63602,1213,44,1021
196.63602,1213,207.1,192
196.92198,1170,43.9,899
196.92198,1170,207.1,270
197.208,1028,44,855
197.208,1028,207.1,173
197.49402,1073,44,780
197.49402,1073,207.1,292
197.77902,1018,44,757
197.77902,1018,207,260
198.06498,1246,44,1011
198.06498,1246,207.2,235
198.351,1210,44,910
198.351,1210,207.1,299
198.636,1174,44,964
198.636,1174,207,210
198.92202,1013,44,713
198.92202,1013,207.1,299
199.20798,1115,44,839
199.20798,1115,207.1,275
199.494,1182,44,942
199.494,1182,207,239
199.779,1318,44,1013
199.779,1318,206.9,304
200.06502,952,43.9,704
200.06502,952,206.9,248
200.35098,1014,43.9,736
200.35098,1014,207.1,278
200.63598,1153,44,914
200.63598,1153,207.2,239
200.922,1060,44,836
200.922,1060,207.2,223
201.20802,1233,44,848
201.20802,1233,207.1,384
201.49398,1055,44,802
201.49398,1055,207.1,252
201.77898,966,44.1,746
201.77898,966,207,219
202.065,1339,44,959
202.065,1339,207,379
202.35102,1209,44,929
202.35102,1209,207.1,280
202.63602,1127,44,914
202.63602,1127,206.9,213
202.92198,1006,44,652
202.92198,1006,207.1,354
203.208,1112,44,856
203.208,1112,207.1,256
203.49402,1092,44,882
203.49402,1092,207.2,210
203.77902,917,44,657
203.77902,917,207.2,259
204.06498,1368,44,1017
204.06498,1368,207,351
204.351,1296,43.9,878
204.351,1296,207,418
204.636,1141,44,846
204.636,1141,207,294
204.92202,1158,44,858
204.92202,1158,206.9,300
205.20798,1306,44,1011
205.20798,1306,207.1,294
205.494,1025,43.9,833
205.494,1025,206.9,192
205.779,880,44,623
205.779,880,206.9,257
206.06502,1205,44,909
206.06502,1205,207.1,296
206.35098,830,44,830
206.63598,1270,43.9,1027
206.63598,1270,207.1,242
206.922,1309,44,903
206.922,1309,207.1,406
207.20802,1271,44,1050
207.20802,1271,207.2,220
207.49398,1326,44,1101
207.49398,1326,207,224
207.77898,1052,44.1,787
207.77898,1052,206.9,264
208.065,1315,43.9,899
208.065,1315,73,197
208.065,1315,207.1,218
208.35102,1246,44,762
208.35102,1246,73,152
208.35102,1246,207.2,330
208.63698,1434,43.9,1110
208.63698,1434,206.9,158
208.63698,1434,207.2,165
208.92198,920,44,669
