"RetentionTime","TIC","Mass","Intensity"
185.49102,1362,44,813
185.49102,1362,73.1,194
185.49102,1362,163.1,157
185.49102,1362,207,197
185.77602,1174,44,916
185.77602,1174,207.1,257
186.06198,1481,41,171
186.06198,1481,44,950
186.06198,1481,206.9,359
186.348,755,44,755
186.63402,1419,41,155
186.63402,1419,44,972
186.63402,1419,206.9,291
186.91902,1315,44,853
186.91902,1315,77.9,255
186.91902,1315,207.2,206
187.20498,1097,41,174
187.20498,1097,43.9,749
187.20498,1097,207,173
187.491,1359,44,832
187.491,1359,207.1,357
187.491,1359,281.2,168
187.77702,1489,44,1122
187.77702,1489,207,366
188.06202,1046,44,872
188.06202,1046,207,173
188.34798,1044,44,778
188.34798,1044,207,266
188.634,1061,43.9,840
188.634,1061,207.2,220
188.919,880,44,660
188.919,880,207,220
189.20502,902,43.9,655
189.20502,902,207.1,246
189.49098,1146,44,917
189.49098,1146,207.1,228
189.777,1141,44,834
189.777,1141,207.1,307
190.062,1628,41,200
190.062,1628,44,958
190.062,1628,73.2,157
190.062,1628,207.1,312
190.34802,1330,44,1075
190.34802,1330,207,255
190.63398,1275,44,1083
190.63398,1275,207.1,192
190.91898,1507,41,247
190.91898,1507,44.1,957
190.91898,1507,207.1,302
191.205,905,44,905
191.49102,1333,44.1,1047
191.49102,1333,207,286
191.77698,879,44,879
192.06198,1690,41.1,164
192.06198,1690,44,976
192.06198,1690,73,191
192.06198,1690,207.1,358
192.348,967,44,774
192.348,967,73.1,193
192.63402,1300,44,880
192.63402,1300,207,420
192.91902,1022,43.9,779
192.91902,1022,206.9,243
193.20498,1423,44,1241
193.20498,1423,207,182
193.491,1191,44,979
193.491,1191,207,212
193.77702,1207,44,1032
193.77702,1207,207.1,174
194.06202,1205,44,866
194.06202,1205,78,151
194.06202,1205,207.1,186
194.34798,1334,44,1019
194.34798,1334,207,315
194.634,1029,43.9,863
194.634,1029,207,165
194.919,1171,44,810
194.919,1171,78,169
194.919,1171,207,191
195.20502,1192,44,934
195.20502,1192,207,257
195.49098,1270,44,846
195.49098,1270,78.1,152
195.49098,1270,207,271
195.777,1201,44,963
195.777,1201,207.1,237
196.062,1133,43.9,943
196.062,1133,207.1,190
196.34802,1206,44,989
196.34802,1206,206.9,216
196.63398,1174,44,926
196.63398,1174,207,247
196.92,953,44,953
197.205,1432,44,1163
197.205,1432,207,269
197.49102,1498,44,1138
197.49102,1498,207.2,360
197.77698,1130,43.9,958
197.77698,1130,207.1,172
198.06198,1036,44,824
198.06198,1036,207,211
198.348,695,44,695
198.63402,1034,44,869
198.63402,1034,207.1,165
198.91998,1117,44,910
198.91998,1117,207.2,206
199.20498,1435,41,158
199.20498,1435,44,1020
199.20498,1435,207,256
199.491,903,44,903
199.77702,1123,44,956
199.77702,1123,207.1,166
200.06202,1157,43.9,879
200.06202,1157,207,277
200.34798,1254,41.1,157
200.34798,1254,44,853
200.34798,1254,207.1,243
200.634,1090,44,895
200.634,1090,206.9,195
200.92002,1304,44,1116
200.92002,1304,78,188
201.20502,1036,44,839
201.20502,1036,206.9,197
201.49098,1208,44,949
201.49098,1208,207,259
201.777,989,44,788
201.777,989,207,201
202.062,1070,43.9,866
202.062,1070,207.2,204
202.34802,916,43,162
202.34802,916,44,753
202.63398,1009,44,816
202.63398,1009,207,193
202.92,1304,41.2,164
202.92,1304,44,978
202.92,1304,207,161
203.205,1055,44,828
203.205,1055,207.1,226
203.49102,1209,44,1053
203.49102,1209,207.2,156
203.77698,1152,44,854
203.77698,1152,206.9,297
204.06198,1320,43.9,859
204.06198,1320,78,167
204.06198,1320,207.1,293
204.348,1213,44,972
204.348,1213,207.1,240
204.63402,1354,43.9,1086
204.63402,1354,207.1,267
204.91998,1187,44,984
204.91998,1187,207,202
