"RetentionTime","TIC","Mass","Intensity"
185.48802,835,41,157
185.48802,835,43.9,678
185.77398,1167,44,1010
185.77398,1167,207,156
186.05898,1190,43.1,153
186.05898,1190,44,840
186.05898,1190,207,195
186.345,1134,43.2,168
186.345,1134,44,781
186.345,1134,207,184
186.63102,1069,44,862
186.63102,1069,207.1,206
186.91698,893,42.9,154
186.91698,893,43.9,738
187.20198,825,41,158
187.20198,825,43.9,667
187.488,652,44,652
187.77402,871,43.9,871
188.05902,982,44,771
188.05902,982,207.2,210
188.34498,1079,44,795
188.34498,1079,207.1,283
188.631,932,44,688
188.631,932,207.1,243
188.91702,1102,44,856
188.91702,1102,207,245
189.20202,998,44,998
189.48798,784,44,784
189.774,1110,41,205
189.774,1110,43.9,730
189.774,1110,207,175
190.059,1088,44,861
190.059,1088,207.1,227
190.34502,885,43.9,885
190.63098,925,44,687
190.63098,925,206.8,237
190.917,1328,44,1017
190.917,1328,78,161
190.917,1328,206.9,150
191.202,1115,40.9,185
191.202,1115,44,930
191.48802,1063,44,869
191.48802,1063,207.1,193
191.77398,1169,44.1,971
191.77398,1169,207.2,198
192.05898,1179,43.9,866
192.05898,1179,73.1,157
192.05898,1179,207,155
192.345,997,44,830
192.345,997,207.1,166
192.63102,1039,44,1039
192.91698,717,44,717
193.20198,905,44,905
193.488,967,44,967
193.77402,790,44,790
194.05902,1397,44,1135
194.05902,1397,207,261
194.34498,1035,44.1,1035
194.631,1216,44,892
194.631,1216,78,169
194.631,1216,207.1,154
194.91702,1014,44,1014
195.20202,969,44,969
195.48798,1327,44,1172
195.48798,1327,207,154
195.774,1220,44,854
195.774,1220,45,174
195.774,1220,207,191
196.06002,936,43.9,698
196.06002,936,207.1,238
196.34502,990,44,831
196.34502,990,207.2,158
196.63098,987,44,987
196.917,1268,44.1,1074
196.917,1268,206.9,193
197.202,786,44,786
197.48802,1064,44,1064
197.77398,1190,44,1190
198.06,835,43.9,835
198.345,839,44,839
198.63102,1122,43.9,844
198.63102,1122,207.1,278
198.91698,1126,44,948
198.91698,1126,207.1,178
199.20198,969,44.1,741
199.20198,969,207.1,228
199.488,718,44,718
199.77402,868,43.9,868
200.05998,994,44,839
200.05998,994,207.1,155
200.34498,1340,44,1097
200.34498,1340,207,242
200.631,929,44,929
200.91702,769,43.9,605
200.91702,769,207.1,163
201.20202,971,44,971
201.48798,1104,43.9,864
201.48798,1104,207,240
201.774,894,44,894
202.06002,1135,44,891
202.06002,1135,207,244
202.34502,1098,44,924
202.34502,1098,207.1,174
202.63098,1091,43.9,856
202.63098,1091,207.1,234
202.917,1268,44,966
202.917,1268,207,302
203.202,1048,44,823
203.202,1048,207,225
203.48802,1031,44,849
203.48802,1031,207,181
203.77398,1096,44,941
203.77398,1096,207.2,154
204.06,982,44,982
204.345,1077,44,1077
204.63102,912,44,912
204.91698,1162,44,938
204.91698,1162,207,224
205.20198,855,44,855
205.488,855,43.9,855
205.77402,967,44,967
206.05998,1067,44,912
206.05998,1067,77.8,154
206.34498,921,44.1,714
206.34498,921,206.9,206
206.631,917,44,917
206.91702,785,43.9,582
206.91702,785,207.2,202
207.20298,1000,44,1000
207.48798,1074,43.9,901
207.48798,1074,206.9,173
207.774,868,43.9,868
208.06002,945,44,945
208.34502,1086,44,927
208.34502,1086,207.1,158
208.63098,828,44,828
208.917,1159,44,993
208.917,1159,207,166
209.20302,733,44,582
209.20302,733,207,151
209.48802,909,44,909
209.77398,947,44,796
209.77398,947,207,150
210.06,1383,44,1230
210.06,1383,207,153
210.345,1101,44,876
210.345,1101,207,225
210.63102,815,43.9,815
210.91698,1115,43.9,846
210.91698,1115,72.9,269
211.203,3311,44,834
211.203,3311,45,159
211.203,3311,73,1442
211.203,3311,147.1,483
211.203,3311,281.1,390
211.488,10473,43.9,781
211.488,10473,44.8,165
211.488,10473,73.1,3098
211.488,10473,74,266
211.488,10473,75,187
211.488,10473,133.1,162
211.488,10473,147.1,1652
211.488,10473,148.1,210
211.488,10473,149.1,155
211.488,10473,207,267
211.488,10473,221.2,156
211.488,10473,281.1,1359
211.488,10473,282.1,545
211.488,10473,283.1,265
211.488,10473,327.1,528
211.488,10473,328,228
211.488,10473,329.1,180
211.488,10473,341.1,259
211.77402,14581,44,923
211.77402,14581,59,153
211.77402,14581,73.1,3208
211.77402,14581,74.1,430
211.77402,14581,147.1,2044
211.77402,14581,148.1,243
211.77402,14581,207,305
211.77402,14581,221.1,409
211.77402,14581,281.2,2248
211.77402,14581,282.1,777
211.77402,14581,283.1,574
211.77402,14581,325.2,255
211.77402,14581,327.1,1093
211.77402,14581,328,313
211.77402,14581,341.1,470
211.77402,14581,342.1,161
211.77402,14581,399,438
211.77402,14581,415.1,371
211.77402,14581,416,156
212.05998,8489,44,976
212.05998,8489,73,1574
212.05998,8489,147.1,880
212.05998,8489,147.9,150
212.05998,8489,207.1,207
212.05998,8489,221.3,150
212.05998,8489,281.1,1437
212.05998,8489,282.2,301
212.05998,8489,283.1,220
212.05998,8489,325,176
212.05998,8489,327.1,708
212.05998,8489,328,205
212.05998,8489,341.2,254
212.05998,8489,383,165
212.05998,8489,399,224
212.05998,8489,400.1,199
212.05998,8489,415.1,364
212.05998,8489,416.2,293
212.34498,2422,43.9,814
212.34498,2422,73,313
212.34498,2422,207.1,191
212.34498,2422,281,397
212.34498,2422,282,165
212.34498,2422,327,352
212.34498,2422,415,187
212.631,1012,44,852
212.631,1012,207,160
212.91702,963,43.9,963
213.20298,877,44,877
213.48798,916,44,916
213.774,814,43.9,814
214.06002,1388,44,1016
214.06002,1388,78,174
214.06002,1388,207,197
214.34502,1032,44,881
214.34502,1032,207,151
214.63098,972,44.1,775
214.63098,972,207.1,197
214.917,1057,44,856
214.917,1057,207,200
215.20302,1152,44,997
215.20302,1152,207,154
215.48802,1063,44,878
215.48802,1063,206.9,184
215.77398,813,44,813
216.06,979,44,765
216.06,979,207.1,214
216.34602,874,44,874
216.63102,898,43.9,898
