"RetentionTime","TIC","Mass","Intensity"
185.49402,1038,41,180
185.49402,1038,44,858
185.77998,1145,44,982
185.77998,1145,206.9,162
186.066,1077,41.1,261
186.066,1077,44,816
186.35202,823,44,823
186.63702,883,43.9,883
186.92298,616,44,616
187.209,1048,41,168
187.209,1048,44.1,879
187.49502,1381,41.2,229
187.49502,1381,43.9,995
187.49502,1381,207.1,156
187.78002,1264,44,953
187.78002,1264,78,156
187.78002,1264,207.1,155
188.06598,1189,41.1,158
188.06598,1189,44,1031
188.352,820,43.9,820
188.637,672,43.9,672
188.92302,975,43.9,819
188.92302,975,207.1,155
189.20898,720,44,720
189.495,895,44,895
189.78,1072,43.9,1072
190.06602,1157,41.1,162
190.06602,1157,44,994
190.35198,861,44,861
190.63698,1020,44,1020
190.923,1123,44,1123
191.20902,737,44,737
191.49498,1108,43.9,1108
191.77998,1309,44,1158
191.77998,1309,78.1,151
192.066,1255,42.8,207
192.066,1255,44,1047
192.35202,858,44.1,858
192.63702,1395,41,174
192.63702,1395,44,1062
192.63702,1395,57,159
192.92298,1146,44,937
192.92298,1146,207,209
193.209,1473,41,153
193.209,1473,43.1,177
193.209,1473,44.1,1143
193.49502,777,44,777
193.78002,934,43.9,934
194.06598,921,44,921
194.352,998,44.1,998
194.637,1753,41,154
194.637,1753,44,1184
194.637,1753,78,205
194.637,1753,206.9,209
194.92302,927,44,927
195.20898,1378,44,1378
195.495,1150,44,1000
195.495,1150,207,150
195.78,858,44.1,858
196.06602,988,44,988
196.35198,827,43.9,827
196.638,1040,44,1040
196.923,709,44,709
197.20902,1207,44.1,992
197.20902,1207,207,215
197.49498,1074,44,889
197.49498,1074,207,184
197.77998,1127,44,1127
198.066,1150,40.9,154
198.066,1150,44,996
198.35202,1194,44,1044
198.35202,1194,207.1,150
198.63798,923,44,923
198.92298,1064,40.8,155
198.92298,1064,44,908
199.209,831,43.9,831
199.49502,1191,42.9,157
199.49502,1191,44,1033
199.78002,926,44,926
200.06598,1153,41.1,173
200.06598,1153,43.9,979
200.352,897,43.9,897
200.63802,963,44,963
200.92302,1173,44,1012
200.92302,1173,78,161
201.20898,952,44,781
201.20898,952,78,171
201.495,896,44.1,729
201.495,896,78.2,167
201.78,1371,41.1,174
201.78,1371,44,1196
202.06602,750,44,750
202.35198,1039,44,1039
202.638,1034,44,815
202.638,1034,78.1,219
202.923,1117,43.9,1117
203.20902,1117,44,1117
203.49498,1075,44,1075
203.77998,798,44,798
204.066,1083,44,1083
204.35202,936,44,936
204.63798,1024,44,1024
204.92298,1125,44,961
204.92298,1125,78,163
205.209,1080,44,1080
205.49502,813,44,813
205.78002,998,44,998
206.06598,814,44,814
206.352,889,44,889
206.63802,1044,44,1044
206.92302,1153,41,160
206.92302,1153,44,992
207.20898,940,44,940
207.495,1188,44,1034
207.495,1188,78,153
207.78102,1183,44,1014
207.78102,1183,77.9,168
208.06602,898,44,898
208.35198,1140,40.9,159
208.35198,1140,44,980
208.638,929,44,929
208.923,892,43.9,892
209.20902,1138,43.2,192
209.20902,1138,44,946
209.49498,1043,44,1043
209.781,1024,41.1,177
209.781,1024,43.9,846
210.066,810,44,810
210.35202,996,44,996
210.63798,1056,44,1056
210.92298,981,44,981
211.209,1305,44,978
211.209,1305,73.1,327
211.49502,2521,44.1,1136
211.49502,2521,73,661
211.49502,2521,146.9,384
211.49502,2521,281,337
211.78098,2887,44,965
211.78098,2887,73,642
211.78098,2887,147.1,460
211.78098,2887,281.1,488
211.78098,2887,327.1,330
212.06598,2452,44,1011
212.06598,2452,73.1,352
212.06598,2452,147.1,275
212.06598,2452,207,217
212.06598,2452,281,435
212.06598,2452,327.1,160
212.352,1110,44,949
212.352,1110,207.2,160
212.63802,999,44,999
212.92302,1084,41,169
212.92302,1084,44,914
213.20898,959,44,959
213.495,1082,43.9,912
213.495,1082,78,170
213.78102,1415,44,1415
214.06602,1163,44,1163
214.35198,769,43.9,769
214.638,1194,43.2,176
214.638,1194,44,1017
214.923,823,44,823
215.20902,853,44,853
215.49498,984,44,984
215.781,1082,43.9,1082
216.066,835,44,835
216.35202,910,44,910
216.63798,986,43.9,986
216.924,899,44,899
217.209,1094,44,1094
217.49502,1096,44,1096
217.78098,1077,43.9,908
217.78098,1077,55,169
218.06598,1027,44.1,1027
218.352,1149,43.9,1149
218.63802,826,44,826
218.92398,1058,44,1058
219.20898,1135,44,1135
219.495,778,44,778
219.78102,856,44,856
220.06602,1085,43.9,1085
220.35198,849,44,849
220.638,1136,41.1,155
220.638,1136,43.9,981
220.92402,939,44,939
221.20902,1027,44,1027
221.49498,1190,44,991
221.49498,1190,207.1,199
221.781,1113,44,1113
222.066,1115,44,1115
222.35202,900,44,900
222.63798,866,43.9,866
222.924,957,44,957
223.209,894,44,894
223.49502,972,41,169
223.49502,972,44,802
223.78098,950,44,777
223.78098,950,207.1,173
224.06598,1134,44,1134
224.352,958,44,958
224.63802,1198,44,1014
224.63802,1198,206.9,184
224.92398,1003,44,1003
225.20898,2424,40.1,1238
225.20898,2424,44,1186
225.495,1118,44,1118
225.78102,891,44.1,891
226.06602,980,44,980
226.35198,1087,44,1087
226.638,1166,44,1166
226.92402,1051,44,1051
227.20902,1011,44,1011
227.49498,1077,44,1077
227.781,1173,44,1173
228.06702,1033,44,1033
228.35202,1189,44,1189
228.63798,2161,40.1,1487
228.63798,2161,43.9,673
228.924,798,44.1,798
229.209,831,44,831
229.49502,933,43.9,933
229.78098,895,44,895
230.067,956,44,956
230.352,1013,43.9,1013
230.63802,1117,44,1117
230.92398,1008,43.9,1008
231.20898,1189,44,1189
231.495,1104,44,1104
231.78102,1047,43.9,1047
232.06698,1070,43.9,1070
232.35198,1018,44,1018
232.638,1062,44,1062
232.92402,901,43.9,901
233.20902,1001,43.9,1001
233.49498,1034,44,1034
233.781,1354,44,1145
233.781,1354,207.1,209
234.06702,982,44,982
234.35202,1181,44,1181
234.63798,1009,44,1009
234.924,1046,44,1046
235.209,1066,44,1066
235.49502,1220,44,1220
235.78098,899,44,899
236.067,1213,43.9,1213
236.352,870,44,870
236.63802,927,44,927
236.92398,962,44.1,962
237.21,1140,44,1140
237.495,893,44,893
237.78102,1106,44,1106
238.06698,1056,43.9,1056
238.35198,1028,43.9,1028
238.638,1046,44,1046
238.92402,1173,44,1173
239.20998,845,44,845
239.49498,1289,44,1289
239.781,904,44,904
240.06702,1401,43,179
240.06702,1401,44,1222
240.35202,1029,44,1029
240.63798,1009,44,1009
240.924,1107,44,1107
241.21002,1239,44,1239
241.49502,1241,44,1241
241.78098,1175,44,1175
242.067,1211,44,1211
242.352,996,44,996
242.63802,1044,44,1044
242.92398,947,44,947
243.21,1062,44,1062
243.495,1224,43.9,1072
243.495,1224,207.1,152
243.78102,1566,41,193
243.78102,1566,44,1373
244.06698,1234,44,1234
244.35198,1207,44,1207
244.638,988,43.9,988
244.92402,1113,44,1113
245.20998,1138,44,1138
245.49498,1066,44,1066
245.781,1087,44,1087
246.06702,870,44,870
246.35202,1207,44,1037
246.35202,1207,54.9,169
246.63798,947,43.9,947
246.924,1021,44,1021
247.21002,1113,44,1113
247.49502,1013,44,1013
247.78098,998,44,998
248.067,1274,44,1274
248.35302,1025,44,1025
248.63802,1068,44,1068
248.92398,1081,44,1081
249.21,1208,44,1208
249.495,1036,43.9,1036
249.78102,1139,44,1139
250.06698,1050,44,1050
250.353,1309,43.9,958
250.353,1309,78,194
250.353,1309,207,156
250.638,1108,44,1108
250.92402,922,44,922
251.20998,1190,44,1190
251.49498,850,44,850
251.781,1129,44,1129
252.06702,1261,43.9,1261
252.35298,921,44,921
252.63798,1540,43.9,1322
252.63798,1540,72.9,217
252.924,1646,44,1186
252.924,1646,73,459
253.21002,2715,44,1245
253.21002,2715,73.1,606
253.21002,2715,147,244
253.21002,2715,221.3,163
253.21002,2715,281.2,189
253.21002,2715,355.1,265
253.49502,2000,44,1179
253.49502,2000,73.1,277
253.49502,2000,221.1,178
253.49502,2000,355.2,365
253.78098,1138,44,1138
254.067,1131,44,1131
254.35302,883,43.9,883
254.63802,1136,44,1136
254.92398,942,44,942
255.21,1218,43.9,1218
255.495,1182,43.9,1182
255.78102,1224,44,1224
256.06698,1124,44,1124
256.353,1265,41,182
256.353,1265,44,1083
256.638,1219,44,1219
256.92402,1125,44,1125
257.20998,1078,43.9,1078
257.49498,1376,41,172
257.49498,1376,44,1203
257.781,1301,43.9,1301
258.06702,1133,44,1133
258.35298,1592,40.9,155
258.35298,1592,44,1436
258.63798,1063,44,1063
258.924,1320,44,1320
259.21002,993,44,993
259.49598,1095,44,1095
259.78098,1070,44,1070
260.067,1050,44,1050
260.35302,1279,44,1279
260.63802,1095,44,1095
260.92398,1186,44,989
260.92398,1186,78.1,197
261.21,1398,44,1398
261.49602,1050,44,1050
261.78102,1372,44,1372
262.06698,1128,44,1128
262.353,927,44,927
262.638,994,44,994
262.92402,1088,44,1088
263.20998,1521,41.1,172
263.20998,1521,44,1349
263.496,1591,41.1,159
263.496,1591,44,1431
263.781,1123,44,1123
264.06702,1162,44,1162
264.35298,1191,44,1040
264.35298,1191,207.1,150
264.63798,1243,41.2,175
264.63798,1243,44,1068
264.924,1264,44,1111
264.924,1264,207,153
265.21002,1402,41,170
265.21002,1402,44,1232
265.49598,1085,44,1085
265.78098,1165,44,1165
266.067,1186,44.1,1023
266.067,1186,207,163
266.35302,1532,44,1358
266.35302,1532,78,174
266.63802,1460,44,1263
266.63802,1460,207.1,196
266.92398,1110,44,1110
267.21,1111,44,1111
267.49602,1188,44,1188
267.78102,1279,43.9,1279
268.06698,1089,44,1089
268.353,1237,44,1237
268.63902,1149,44,1149
268.92402,1103,44,1103
269.20998,1483,44,1322
269.20998,1483,207,160
269.496,1456,44,1456
269.781,1308,44,1308
270.06702,1221,44.1,1221
270.35298,1415,44,1415
270.639,1116,44,1116
270.924,1455,40.9,174
270.924,1455,44,1280
271.21002,1450,41,226
271.21002,1450,44,1223
271.49598,1172,43.9,1172
271.78098,1285,44,1285
272.067,1214,44,1214
272.35302,1121,44.1,1121
272.63898,1097,44,1097
272.92398,1553,41,179
272.92398,1553,44,1216
272.92398,1553,78,157
273.21,972,44,972
273.49602,1314,44.1,1314
273.78102,1444,44,1444
274.06698,1190,43.9,1190
274.353,1201,44,1201
274.63902,1234,44,1234
274.92402,1357,44,1357
275.20998,1171,44,1171
275.496,1197,44,1197
275.781,1085,44,1085
276.06702,1188,44,1188
276.35298,1171,44,1171
276.639,1397,44,1397
276.924,1356,44,1356
277.21002,1186,44,1186
277.49598,1065,44,1065
277.78098,1385,44,1385
278.067,1386,44,1386
278.35302,1264,44,1264
278.63898,1188,44,1188
278.92398,1388,41,170
278.92398,1388,44.1,1218
279.21,1340,44,1340
279.49602,1254,44,1254
279.78198,1243,44,1243
280.06698,1560,44,1560
280.353,1375,44,1375
280.63902,1502,44,1334
280.63902,1502,207.1,167
280.92402,1440,44,1440
281.20998,1278,43.9,1278
281.496,1506,44,1506
281.78202,1202,44,1202
282.06702,1320,44,1320
282.35298,1259,44.1,1259
282.639,1410,44,1410
282.924,1523,44,1523
283.21002,1293,44,1293
283.49598,1363,44,1204
283.49598,1363,78.1,158
283.782,1796,44,1605
283.782,1796,207,191
284.067,1239,44,1239
284.35302,1380,44,1380
284.63898,1526,44,1362
284.63898,1526,207,164
284.92398,1368,44,1368
285.21,1420,43.9,1420
285.49602,1267,43.9,1267
285.78198,1114,43.9,1114
286.06698,1738,41,165
286.06698,1738,44,1573
286.353,1107,44,1107
286.63902,1297,44,1297
286.92402,1366,44,1366
287.20998,1316,44,1316
287.496,1245,44,1245
287.78202,1311,44,1311
288.06702,1495,44,1194
288.06702,1495,73,301
288.35298,1915,43.9,1044
288.35298,1915,73.2,459
288.35298,1915,147.1,245
288.35298,1915,281.1,165
288.639,1653,44,1150
288.639,1653,73,338
288.639,1653,207,164
288.92502,1631,44,1415
288.92502,1631,207,216
289.21002,1505,44,1505
289.49598,1424,40.9,210
289.49598,1424,44,1213
289.782,1461,44,1461
290.067,1282,44,1282
290.35302,1387,44,1387
290.63898,1324,44,1168
290.63898,1324,207.1,155
290.925,1549,41.1,158
290.925,1549,42,154
290.925,1549,44,1236
291.21,2258,40.1,1069
291.21,2258,44.1,1189
291.49602,1309,44,1309
291.78198,1462,44.1,1462
292.06698,1457,44,1292
292.06698,1457,207,164
292.353,1137,44,1137
292.63902,1618,44,1618
292.92498,1174,44,1174
293.20998,1192,44,1192
293.496,1239,43.9,1239
293.78202,1272,43.9,1272
294.06702,1311,44,1311
294.35298,1407,43.9,1407
294.639,1281,44.1,1281
294.92502,1291,44,1291
295.21002,1380,44,1380
295.49598,1405,44.1,1405
295.782,1360,44,1360
296.067,2712,40.1,1128
296.067,2712,44,1583
296.35302,1379,44,1379
296.63898,1342,44,1342
296.925,1612,44,1451
296.925,1612,207.1,161
297.21,1384,43.9,1384
297.49602,1226,44,1226
297.78198,1403,44,1245
297.78198,1403,207,158
298.06698,1492,44,1492
298.353,1356,44,1356
298.63902,1487,44.1,1487
298.92498,1403,44,1160
298.92498,1403,73,243
299.20998,2009,41,165
299.20998,2009,44,1510
299.20998,2009,73.1,162
299.20998,2009,207.1,172
299.496,1207,44,1207
299.78202,1391,44.1,1391
300.06798,1635,44,1476
300.06798,1635,73,159
300.35298,1436,44.1,1436
300.639,1390,44,1390
300.92502,1269,44,1269
301.21002,1331,44,1331
301.49598,1326,44,1326
301.782,1621,44,1467
301.782,1621,77.9,154
302.06802,1345,44.1,1345
302.35302,1436,44,1436
302.63898,1514,44,1514
302.925,1594,44,1594
303.21,1363,44,1363
303.49602,1227,43.9,1038
303.49602,1227,207,189
303.78198,1394,44,1192
303.78198,1394,207.1,201
304.068,1728,44,1577
304.068,1728,206.9,151
304.353,1496,44,1496
304.63902,1458,41.1,179
304.63902,1458,44,1279
304.92498,1465,44,1465
305.20998,1433,44,1270
305.20998,1433,207.1,163
305.496,1268,44.1,1268
305.78202,1392,44,1392
306.06798,1689,44,1528
306.06798,1689,55.1,160
306.35298,1515,41,157
306.35298,1515,44,1357
306.639,1562,44,1404
306.639,1562,207.1,158
306.92502,1500,44,1500
307.21002,1592,41.1,206
307.21002,1592,44,1386
307.49598,1306,44,1306
307.782,1344,44,1344
308.06802,1617,44,1617
308.35302,1469,44,1287
308.35302,1469,207.1,181
308.63898,1510,44.1,1316
308.63898,1510,207.1,193
308.925,1456,44.1,1456
309.21102,1471,44,1471
309.49602,1714,44,1714
309.78198,1512,44,1512
310.068,1220,44,1220
310.353,1630,44,1447
310.353,1630,87,182
310.63902,1571,44,1571
310.92498,3137,40.1,1398
310.92498,3137,44,1575
310.92498,3137,206.9,163
311.211,1722,44,1571
311.211,1722,91,151
311.496,1429,44,1429
311.78202,1449,44,1449
312.06798,1384,44,1217
312.06798,1384,207.1,167
312.35298,1694,44,1694
312.639,1614,44,1614
312.92502,1597,44,1597
313.21098,1302,44,1302
313.49598,1389,44,1389
313.782,1768,44,1768
314.06802,1872,41,157
314.06802,1872,44,1558
314.06802,1872,206.9,157
314.35302,1726,44,1498
314.35302,1726,207.1,228
314.63898,1302,44,1302
314.925,1742,44,1742
315.21102,1518,44,1518
315.49602,1652,44,1652
315.78198,1539,44,1539
316.068,1751,44,1751
316.353,1585,44,1427
316.353,1585,207,158
316.63902,1853,44,1684
316.63902,1853,207.1,169
316.92498,1864,44,1864
317.211,1536,44,1362
317.211,1536,207,174
317.496,1451,44,1451
317.78202,1655,44,1655
318.06798,1467,40.9,180
318.06798,1467,44,1287
318.35298,1701,44,1701
318.639,1354,44,1354
318.92502,1371,44,1371
319.21098,1762,44,1568
319.21098,1762,73.3,194
319.49598,1914,44,1508
319.49598,1914,73,406
319.782,2492,44,1828
319.782,2492,73.1,469
319.782,2492,147.2,194
320.06802,1804,44,1545
320.06802,1804,72.9,258
320.35398,1751,44,1548
320.35398,1751,207.1,202
320.63898,1767,44,1549
320.63898,1767,207,218
320.925,1241,44,1241
321.21102,1698,44,1698
321.49602,1815,40.8,165
321.49602,1815,44,1496
321.49602,1815,207,154
321.78198,1372,44,1372
322.068,1562,44.1,1562
322.35402,1688,44.1,1481
322.35402,1688,207,207
322.63902,1444,44,1444
322.92498,1954,44,1954
323.211,1965,44,1734
323.211,1965,207.2,230
323.496,1555,44,1555
323.78202,1505,44,1505
324.06798,1740,44,1583
324.06798,1740,207.1,156
324.354,1725,44,1725
324.639,1537,44,1537
324.92502,1668,44,1668
325.21098,1685,44,1685
325.49598,1761,44.1,1600
325.49598,1761,207.1,161
325.782,1652,44,1479
325.782,1652,206.9,172
326.06802,1472,43.9,1472
326.35398,1336,44,1336
326.63898,1706,44,1706
326.925,1690,44,1539
326.925,1690,207,151
327.21102,1498,44.1,1498
327.49602,1715,44,1715
327.78198,1684,44,1532
327.78198,1684,78.1,152
328.068,1859,44,1660
328.068,1859,207,198
328.35402,1524,44,1524
328.63902,1561,43.9,1561
328.92498,2188,44,1977
328.92498,2188,207,210
329.211,1920,44,1716
329.211,1920,207.1,203
329.49702,1518,44,1365
329.49702,1518,281.1,152
329.78202,2419,44,1566
329.78202,2419,73,377
329.78202,2419,207.2,154
329.78202,2419,237.3,321
330.06798,2597,44,1677
330.06798,2597,72.9,377
330.06798,2597,207.1,361
330.06798,2597,281.1,181
330.354,2297,44,1965
330.354,2297,72.9,169
330.354,2297,237.1,162
330.639,1481,44,1481
330.92502,1824,44.1,1673
330.92502,1824,207,150
331.21098,1590,44,1398
331.21098,1590,206.9,192
331.497,1614,44,1614
331.782,1949,44,1704
331.782,1949,207,245
332.06802,1547,44,1547
332.35398,1746,44,1593
332.35398,1746,72.9,152
332.63898,1723,44,1553
332.63898,1723,206.9,170
332.925,1908,44,1908
333.21102,1373,44.1,1373
333.49698,2042,44,1885
333.49698,2042,207,157
333.78198,1973,44,1813
333.78198,1973,207,159
334.068,2175,40.9,228
334.068,2175,44,1667
334.068,2175,207.1,279
334.35402,1960,44,1734
334.35402,1960,207.1,226
334.63902,1951,44,1781
334.63902,1951,207,169
334.92498,1757,44,1757
335.211,1701,44,1484
335.211,1701,207,216
335.49702,1761,44,1589
335.49702,1761,207.1,172
335.78202,1856,44,1684
335.78202,1856,206.9,172
336.06798,1683,44.1,1473
336.06798,1683,207,210
336.354,1932,44,1738
336.354,1932,207,194
336.639,1966,44,1756
336.639,1966,207,210
336.92502,1862,44,1657
336.92502,1862,207,204
337.21098,2006,44,1807
337.21098,2006,207.2,198
337.497,1858,44,1619
337.497,1858,207.1,238
337.782,1511,44,1260
337.782,1511,207.1,250
338.06802,1804,44,1602
338.06802,1804,207,201
338.35398,1926,44,1723
338.35398,1926,206.9,203
338.63898,1671,44,1503
338.63898,1671,207.1,168
338.925,1893,44,1685
338.925,1893,207.1,208
339.21102,1960,44,1758
339.21102,1960,207.1,201
339.49698,1952,44,1779
339.49698,1952,207,173
339.78198,1793,44,1601
339.78198,1793,207,191
340.068,2220,43.9,1992
340.068,2220,207,227
340.35402,2005,44,2005
340.63998,1902,44,1542
340.63998,1902,73.1,159
340.63998,1902,207.1,201
340.92498,1742,44,1484
340.92498,1742,207.1,257
341.211,2116,44,1928
341.211,2116,207,188
341.49702,1689,44,1506
341.49702,1689,207,182
341.78202,1988,44,1761
341.78202,1988,207,226
342.06798,1887,43.9,1707
342.06798,1887,207,180
342.354,2093,44,1598
342.354,2093,206.8,168
342.354,2093,207.1,161
342.354,2093,281,164
342.64002,1780,44,1589
342.64002,1780,207,191
342.92502,1962,44,1809
342.92502,1962,207,153
343.21098,1857,44,1702
343.21098,1857,207.2,155
343.497,2103,44,1857
343.497,2103,207.1,245
343.782,1894,44,1621
343.782,1894,207.1,272
344.06802,1831,43.9,1623
344.06802,1831,207,207
344.35398,1464,44,1286
344.35398,1464,281.1,177
344.64,1556,44,1556
344.925,1887,43.9,1700
344.925,1887,207.2,187
345.21102,2343,44,2072
345.21102,2343,207.1,271
345.49698,1968,44,1788
345.49698,1968,207,180
345.78198,1979,44,1789
345.78198,1979,207,189
346.068,2051,44,1765
346.068,2051,207,285
346.35402,1951,44,1951
346.63998,1990,44,1705
346.63998,1990,207.1,285
346.92498,2070,44,1541
346.92498,2070,78,187
346.92498,2070,207,340
347.211,2209,44,1826
347.211,2209,78.1,222
347.211,2209,207.1,160
347.49702,1892,44,1556
347.49702,1892,72.9,163
347.49702,1892,207,172
347.78202,1973,44,1612
347.78202,1973,73.1,162
347.78202,1973,207.1,198
348.06798,2646,43.9,1786
348.06798,2646,73.1,415
348.06798,2646,147,165
348.06798,2646,207.1,279
348.354,2507,44,1958
348.354,2507,73.2,261
348.354,2507,207.1,287
348.64002,2275,44,1658
348.64002,2275,72.9,225
348.64002,2275,207.1,223
348.64002,2275,281.2,167
348.92502,1912,44,1728
348.92502,1912,207.1,184
349.21098,2049,44,1882
349.21098,2049,207.1,167
349.497,1943,44,1731
349.497,1943,207,211
349.782,1903,44,1718
349.782,1903,207.1,184
350.06802,2289,44,2087
350.06802,2289,207,201
350.35398,2024,44,1817
350.35398,2024,207.1,206
350.64,1890,44,1685
350.64,1890,206.9,205
350.925,1757,44,1498
350.925,1757,207.1,258
351.21102,2266,44,1858
351.21102,2266,207.1,257
351.21102,2266,281,150
351.49698,2296,44,1885
351.49698,2296,78.2,166
351.49698,2296,207,244
351.783,2010,44,1779
351.783,2010,207.1,230
352.068,1933,44,1668
352.068,1933,207.1,264
352.35402,2157,44,1968
352.35402,2157,206.9,189
352.63998,1989,44,1771
352.63998,1989,206.9,218
352.92498,1469,44,1469
353.211,1992,44,1678
353.211,1992,207.1,313
353.49702,1995,44,1786
353.49702,1995,207.1,209
353.78298,2097,44,1908
353.78298,2097,207.1,188
354.06798,2270,44,1728
354.06798,2270,207.1,375
354.06798,2270,281.2,165
354.354,1861,44,1518
354.354,1861,207.1,342
354.64002,2228,44,1790
354.64002,2228,94,164
354.64002,2228,207.1,273
354.92502,2360,44,2049
354.92502,2360,207.1,310
355.21098,3705,40.1,1325
355.21098,3705,44,2006
355.21098,3705,206.9,222
355.21098,3705,281.2,151
355.497,2288,44,1812
355.497,2288,73.1,245
355.497,2288,207,230
355.78302,1583,44,1583
356.06802,2301,44,1815
356.06802,2301,73.1,190
356.06802,2301,206.9,295
356.35398,2070,44,1838
356.35398,2070,207.1,231
356.64,2180,43.9,2019
356.64,2180,207,160
356.925,2422,44,2018
356.925,2422,207,403
357.21102,2631,44,2166
357.21102,2631,73.1,208
357.21102,2631,207,256
357.49698,2515,44,1845
357.49698,2515,73.1,248
357.49698,2515,147.2,159
357.49698,2515,207.1,262
357.783,3629,44,2210
357.783,3629,73,452
357.783,3629,207,406
357.783,3629,237.1,388
357.783,3629,281,172
358.068,2885,44,1873
358.068,2885,73.1,250
358.068,2885,147,160
358.068,2885,207.1,322
358.068,2885,237.1,277
358.35402,2630,41,154
358.35402,2630,44,1975
358.35402,2630,72.9,264
358.35402,2630,206.9,234
358.63998,2251,44,1903
358.63998,2251,207.1,347
358.92498,2515,43.9,1818
358.92498,2515,73.2,188
358.92498,2515,78.1,181
358.92498,2515,207,326
359.211,2439,44,1786
359.211,2439,73,195
359.211,2439,207.1,299
359.211,2439,280.9,157
359.49702,2174,43.9,1844
359.49702,2174,207,330
359.78298,1954,44,1610
359.78298,1954,207.1,344
360.06798,1941,44,1700
360.06798,1941,207.2,241
360.354,2241,44,1839
360.354,2241,207,220
360.354,2241,281.2,180
360.64002,2262,44,1874
360.64002,2262,72.9,157
360.64002,2262,207.1,231
360.92598,2343,41,150
360.92598,2343,44,1709
360.92598,2343,73.2,176
360.92598,2343,207,306
361.21098,2428,44,1893
361.21098,2428,73,222
361.21098,2428,207.1,312
361.497,2466,44,1820
361.497,2466,73,151
361.497,2466,207,334
361.497,2466,281.2,159
361.78302,2455,44,1826
361.78302,2455,72.9,188
361.78302,2455,207,440
362.06802,2276,44,1870
362.06802,2276,207.1,406
362.35398,2725,41,174
362.35398,2725,44,2033
362.35398,2725,207,337
362.35398,2725,281.1,179
362.64,2225,44,1974
362.64,2225,207.1,251
362.92602,2404,43.9,1944
362.92602,2404,73.1,217
362.92602,2404,207,242
363.21102,2516,44,1859
363.21102,2516,73.2,155
363.21102,2516,207.1,305
363.21102,2516,281.1,196
363.49698,2530,44,2117
363.49698,2530,207.1,222
363.49698,2530,281,190
363.783,2459,44,1949
363.783,2459,73.1,182
363.783,2459,207,326
364.068,2107,44,1793
364.068,2107,207,313
364.35402,3226,41.1,158
364.35402,3226,44,1943
364.35402,3226,72.9,171
364.35402,3226,84.1,268
364.35402,3226,207.1,498
364.35402,3226,243.2,185
364.63998,2615,44,1520
364.63998,2615,84,204
364.63998,2615,110.2,161
364.63998,2615,207,366
364.63998,2615,243.2,363
364.926,2731,43.9,1781
364.926,2731,73,176
364.926,2731,84,162
364.926,2731,207,368
364.926,2731,243.3,242
365.211,2400,44,1763
365.211,2400,73,172
365.211,2400,207,287
365.211,2400,243.3,177
365.49702,2487,43.9,1884
365.49702,2487,73,182
365.49702,2487,207.1,420
365.78298,2557,44,2153
365.78298,2557,73.1,178
365.78298,2557,207.2,225
366.06798,2760,44,2202
366.06798,2760,73,179
366.06798,2760,207.1,378
366.354,2380,44,1775
366.354,2380,207.1,453
366.354,2380,281,151
366.64002,2649,44,2035
366.64002,2649,73,233
366.64002,2649,207.1,380
366.92598,2321,44,1901
366.92598,2321,207,251
366.92598,2321,280.9,169
367.21098,2053,44,1702
367.21098,2053,207.1,350
367.497,2716,41.1,207
367.497,2716,44,2083
367.497,2716,207.2,267
367.497,2716,281.2,158
367.78302,2250,44,1665
367.78302,2250,73.1,155
367.78302,2250,207.1,258
367.78302,2250,281,170
368.06802,2247,44,1955
368.06802,2247,207,292
368.35398,2217,44,1895
368.35398,2217,207.1,322
368.64,2554,44,2095
368.64,2554,73,162
368.64,2554,207,296
368.92602,2704,44,2068
368.92602,2704,73.1,160
368.92602,2704,206.9,270
368.92602,2704,281.2,203
369.21102,2340,44.1,1949
369.21102,2340,207.1,390
369.49698,2532,44.1,1931
369.49698,2532,73,168
369.49698,2532,207,432
369.783,3122,44,2086
369.783,3122,72.9,240
369.783,3122,207.1,400
369.783,3122,207.9,151
369.783,3122,281.2,244
370.068,2669,44,2205
370.068,2669,72.8,179
370.068,2669,207.1,283
370.35402,3102,44,2250
370.35402,3102,73.1,229
370.35402,3102,207,470
370.35402,3102,281,153
370.63998,2401,44,1597
370.63998,2401,73.1,203
370.63998,2401,207.1,405
370.63998,2401,281,195
370.926,2976,44,2121
370.926,2976,72.9,151
370.926,2976,207.1,509
370.926,2976,281,193
371.211,3118,44,2318
371.211,3118,73.1,158
371.211,3118,207,387
371.211,3118,281.1,254
371.49702,2976,44,2200
371.49702,2976,73,209
371.49702,2976,207,386
371.49702,2976,281.2,179
371.78298,3473,44,2336
371.78298,3473,63.9,161
371.78298,3473,73.1,227
371.78298,3473,207.1,498
371.78298,3473,281.1,249
372.069,2824,44,2404
372.069,2824,207.1,265
372.069,2824,281.2,155
372.354,2725,44,2035
372.354,2725,72.9,161
372.354,2725,207.1,372
372.354,2725,281,156
