"RetentionTime","TIC","Mass","Intensity"
185.499,850,43.9,850
185.784,1207,40.9,157
185.784,1207,44,882
185.784,1207,206.8,167
186.07002,1213,44.1,942
186.07002,1213,207,270
186.35598,1033,44,882
186.35598,1033,207,151
186.642,1005,40.9,182
186.642,1005,44,823
186.927,874,43.9,698
186.927,874,207,176
187.21302,1168,44,810
187.21302,1168,207,358
187.49898,1002,44,851
187.49898,1002,207,150
187.78398,1224,43.9,880
187.78398,1224,78.1,180
187.78398,1224,207.1,164
188.07,753,44,753
188.35602,732,44,732
188.64198,1191,43,151
188.64198,1191,44,872
188.64198,1191,207,167
188.92698,1395,44,1008
188.92698,1395,77,236
188.92698,1395,207,150
189.213,822,44,822
189.49902,1187,44,993
189.49902,1187,207.1,193
189.78402,1017,44,844
189.78402,1017,77.9,172
190.06998,881,43.9,725
190.06998,881,207.1,156
190.356,1366,40.9,163
190.356,1366,44,1002
190.356,1366,207.2,200
190.64202,956,41,152
190.64202,956,44,803
190.92702,1367,43.9,1023
190.92702,1367,77.9,151
190.92702,1367,206.9,193
191.21298,883,44,592
191.21298,883,207.1,290
191.499,1333,44,1010
191.499,1333,94,168
191.499,1333,207.1,154
191.784,1155,44,893
191.784,1155,207,262
192.07002,1506,44,1079
192.07002,1506,73,166
192.07002,1506,207,260
192.35598,915,44.1,915
192.642,1356,44,1153
192.642,1356,207.1,203
192.927,835,43.9,835
193.21302,1079,44,870
193.21302,1079,207.1,208
193.49898,1163,44,1005
193.49898,1163,206.9,158
193.78398,987,44.1,816
193.78398,987,207.1,170
194.07,1128,44,1128
194.35602,1194,44,980
194.35602,1194,207.1,214
194.64198,955,44,955
194.92698,753,43.9,753
195.213,1267,41,177
195.213,1267,43,152
195.213,1267,44,727
195.213,1267,207.1,209
195.49902,1366,41.1,152
195.49902,1366,44,1214
195.78402,1080,44,913
195.78402,1080,207,167
196.06998,1046,44,863
196.06998,1046,207,183
196.356,1119,44,1119
196.64202,1390,40.9,159
196.64202,1390,44,1048
196.64202,1390,207,182
196.92702,1313,44,1075
196.92702,1313,207,237
197.21298,1094,44,862
197.21298,1094,207,231
197.499,1065,44,1065
197.78502,946,44,946
198.07002,1382,44,1208
198.07002,1382,207.1,174
198.35598,1196,44,1018
198.35598,1196,207.2,178
198.642,1187,40.9,193
198.642,1187,43.9,993
