"RetentionTime","TIC","Mass","Intensity"
185.499,1370,43.9,911
185.499,1370,163.2,177
185.499,1370,207.1,281
185.78502,1515,41.1,171
185.78502,1515,43.9,745
185.78502,1515,73,203
185.78502,1515,207,201
185.78502,1515,281,193
186.07098,1149,44,792
186.07098,1149,207,357
186.357,1614,41.1,180
186.357,1614,44,865
186.357,1614,73,202
186.357,1614,207.1,365
186.642,1126,44,721
186.642,1126,207.1,405
186.92802,1081,44,605
186.92802,1081,78,165
186.92802,1081,207,310
187.21398,1014,44,760
187.21398,1014,207.1,254
187.49898,1056,43.9,778
187.49898,1056,207.1,278
187.785,1507,43,156
187.785,1507,44.1,861
187.785,1507,77.9,171
187.785,1507,207.1,319
188.07102,1189,41,157
188.07102,1189,44.1,740
188.07102,1189,207.2,292
188.35698,1024,44,753
188.35698,1024,207,270
188.64198,1361,44.1,974
188.64198,1361,207.1,386
188.928,1193,44,830
188.928,1193,207.1,363
189.21402,1071,43.9,812
189.21402,1071,207,259
189.49998,1101,40.9,158
189.49998,1101,43.9,662
189.49998,1101,207,280
189.78498,1255,42,156
189.78498,1255,43.9,789
189.78498,1255,207,308
190.071,1094,44,747
190.071,1094,207,346
190.35702,1158,44,917
190.35702,1158,207,241
190.64202,960,44.1,754
190.64202,960,207.1,205
190.92798,1384,44,979
190.92798,1384,78,206
190.92798,1384,206.9,199
191.214,1300,44,1027
191.214,1300,207,273
191.50002,1253,41.1,173
191.50002,1253,44,843
191.50002,1253,207,236
191.78502,1174,43.9,870
191.78502,1174,207.1,304
192.07098,1516,41,161
192.07098,1516,44,737
192.07098,1516,73,291
192.07098,1516,207,325
192.357,1550,42.9,160
192.357,1550,44,729
192.357,1550,73,257
192.357,1550,77.9,152
192.357,1550,207,250
192.642,1103,44,877
192.642,1103,207.1,225
192.92802,1188,44.1,975
192.92802,1188,207.2,212
193.21398,921,44,751
193.21398,921,207.1,169
193.5,1346,43.9,928
193.5,1346,78,172
193.5,1346,207,245
193.785,1119,44,884
193.785,1119,207.1,235
194.07102,1075,44,804
194.07102,1075,206.9,270
194.35698,985,44.1,643
194.35698,985,93.9,155
194.35698,985,207.1,186
194.64198,1205,44,891
194.64198,1205,55.2,157
194.64198,1205,207,156
194.928,1273,44,942
194.928,1273,73.2,166
194.928,1273,207.1,164
195.21402,1161,44,869
195.21402,1161,207.1,291
195.49998,950,44,684
195.49998,950,206.9,265
195.78498,1150,44,878
195.78498,1150,206.9,272
196.071,1353,44,1000
196.071,1353,207.1,352
196.35702,1104,44,745
196.35702,1104,207,358
196.64202,1116,44,878
196.64202,1116,207,237
196.92798,1323,43.1,213
196.92798,1323,43.9,829
196.92798,1323,207.2,280
197.214,1100,43.9,822
197.214,1100,207,278
197.50002,1171,43.9,874
197.50002,1171,207,296
197.78502,1220,44,866
197.78502,1220,207.1,354
198.07098,962,44,719
198.07098,962,207,242
198.357,1085,44,799
198.357,1085,207,286
198.64302,1153,44,839
198.64302,1153,207,314
198.92802,1154,44,794
