"RetentionTime","TIC","Mass","Intensity"
185.50098,724,40.9,152
185.50098,724,44,571
185.787,546,43.9,546
186.072,644,43.9,644
186.35802,798,43.9,608
186.35802,798,206.9,190
186.64398,742,43.9,742
186.93,613,44,613
187.215,642,43.9,490
187.215,642,206.9,152
187.50102,790,42.9,193
187.50102,790,44,596
187.78698,546,44,546
188.07198,775,43.9,557
188.07198,775,206.9,218
188.358,736,44,582
188.358,736,207,153
188.64402,667,44,667
188.92998,534,43.9,534
189.21498,578,43.9,578
189.501,1077,43,197
189.501,1077,44,880
189.78702,875,44,875
190.07202,563,43.9,563
190.35798,1310,44,893
190.35798,1310,93.8,231
190.35798,1310,207,185
190.644,943,41,169
190.644,943,44,773
190.93002,980,43.9,806
190.93002,980,207,173
191.21502,724,44,724
191.50098,636,43.9,636
191.787,756,43.9,756
192.07302,1165,41,161
192.07302,1165,44,809
192.07302,1165,207,194
192.35802,1032,43.9,654
192.35802,1032,55,173
192.35802,1032,94,204
192.64398,798,43.9,610
192.64398,798,77.1,188
192.93,596,44,596
193.215,1304,41,161
193.215,1304,42.8,172
193.215,1304,43.9,802
193.215,1304,206.8,166
193.50102,802,42.8,155
193.50102,802,44,647
193.78698,774,44,774
194.073,662,44,662
194.358,607,44,607
194.64402,772,44,772
194.92998,909,43.9,714
194.92998,909,207.1,195
195.21498,575,44,575
195.501,760,44,760
195.78702,868,44,868
196.07298,780,43.9,590
196.07298,780,206.9,189
196.35798,913,44,751
196.35798,913,207.1,162
196.644,830,44,830
196.93002,578,43.9,578
197.21502,683,43.9,683
197.50098,647,44,647
197.787,979,43.9,785
197.787,979,206.9,193
198.07302,627,43.8,627
198.35802,763,44,763
198.64398,856,44,856
198.93,856,44,856
199.215,795,43.9,795
199.50102,785,43.9,634
199.50102,785,207.1,151
199.78698,961,44,791
199.78698,961,207,169
200.073,666,43.9,666
200.358,737,43.9,737
200.64402,743,44,743
200.92998,638,44,638
201.216,634,44,634
201.501,596,43.9,596
201.78702,607,43.9,607
202.07298,669,43.9,669
202.35798,745,43.9,745
202.644,798,44,798
202.93002,637,44,637
203.21598,745,44,745
203.50098,1049,43,174
203.50098,1049,44,874
203.787,1099,44,938
203.787,1099,206.9,161
204.07302,627,43.9,627
204.35802,695,44,695
204.64398,616,44,616
204.93,764,43.9,764
205.21602,752,43.9,586
205.21602,752,207.1,166
205.50102,658,43.9,658
205.78698,695,43.9,695
206.073,914,43.9,914
206.358,593,44.1,593
206.64402,787,44,787
206.92998,1028,43.9,1028
207.216,948,41.1,186
207.216,948,44,762
207.501,1004,44,843
207.501,1004,206.9,160
207.78702,828,44,652
207.78702,828,207,175
208.07298,750,44,750
208.35798,716,44,716
208.644,688,44,688
208.93002,1070,44,916
208.93002,1070,207,154
209.21598,587,43.9,587
209.50098,857,44,658
209.50098,857,206.9,198
209.787,724,44,724
210.07302,787,43.9,787
210.35802,775,44,775
210.64398,790,43.9,790
210.93,936,44,785
210.93,936,207.1,151
211.21602,626,44,626
211.50102,1362,44,787
211.50102,1362,72.8,191
211.50102,1362,147.1,196
211.50102,1362,280.9,186
211.78698,770,43.9,770
212.073,730,43.9,730
212.35902,652,43.9,652
212.64402,859,43.2,158
212.64402,859,44,700
212.92998,740,44,740
213.216,1036,44,1036
213.501,615,44,615
213.78702,630,44,630
214.07298,665,44,665
214.359,731,43.9,731
214.644,911,43.9,911
214.93002,729,44,729
215.21598,773,43.9,773
215.50098,580,43.9,580
215.787,833,44,673
215.787,833,207.1,160
216.07302,710,44,710
216.35898,705,44,705
216.64398,825,43.9,825
216.93,910,43.9,750
216.93,910,206.9,160
217.21602,931,44,931
217.50102,780,44,780
217.78698,693,44,693
218.073,722,44,722
218.35902,689,43.9,689
218.64402,543,43.9,543
218.92998,929,43.9,764
218.92998,929,191,164
219.216,870,44,553
219.216,870,191,316
219.501,951,43.9,734
219.501,951,190.9,216
219.78702,696,44,523
219.78702,696,77.9,173
220.07298,701,43.9,701
220.359,657,43.9,657
220.644,604,44,604
220.93002,880,44,880
221.21598,730,43.9,730
221.502,806,44,806
221.787,683,44,683
222.07302,813,43.9,813
222.35898,733,44,733
222.64398,852,43.9,696
222.64398,852,207.1,156
222.93,840,44,840
223.21602,599,43.9,599
223.50198,810,44,641
223.50198,810,207,169
223.78698,746,44,746
224.073,886,43.9,731
224.073,886,206.8,155
224.35902,1019,44,858
224.35902,1019,207.1,160
224.64402,768,44,768
224.92998,629,43.9,629
225.216,854,44,854
225.50202,946,44,769
225.50202,946,207,177
225.78702,834,44,628
225.78702,834,206.9,205
226.07298,1134,44,978
226.07298,1134,207,155
226.359,694,44,694
226.644,870,43.9,720
226.644,870,207,150
226.93002,801,43.9,801
227.21598,613,43.9,613
227.502,759,44,759
227.787,618,43.9,618
228.07302,875,44,875
228.35898,767,44,767
228.64398,669,43.9,669
228.93,660,44,660
229.21602,681,44,681
229.50198,950,44,799
229.50198,950,206.8,150
229.78698,851,44,851
230.073,665,43.9,665
230.35902,769,43.9,769
230.64402,713,44,713
230.92998,835,43.9,835
231.216,740,44.1,740
231.50202,777,43.9,623
231.50202,777,206.9,154
231.78702,609,43.9,609
232.07298,689,43.9,689
232.359,715,44,715
232.64502,937,44,937
232.93002,969,43.9,768
232.93002,969,207,201
233.21598,898,43.9,898
233.502,872,44,872
233.787,834,44,834
234.07302,799,44,799
234.35898,569,44,569
234.645,798,43.9,798
234.93,626,43.9,626
235.21602,680,44,680
235.50198,799,44,799
235.78698,681,44,681
236.073,650,44,650
236.35902,700,44,700
236.64498,754,44,754
236.92998,755,44,755
237.216,822,44,822
237.50202,731,44,731
237.78702,826,44,826
238.07298,1065,44,912
238.07298,1065,207,153
238.359,564,43.9,564
238.64502,746,44.1,746
238.93002,737,44,737
239.21598,808,43.9,808
239.502,892,44,892
239.787,828,44,828
240.07302,908,44,908
240.35898,627,43.9,627
240.645,885,44,885
240.93,810,44,810
241.21602,572,43.9,572
241.50198,847,43.9,847
241.788,710,43.9,710
242.073,789,44,789
242.35902,871,44,871
242.64498,868,44,868
242.92998,810,44,810
243.216,723,44,723
243.50202,719,43.9,719
243.78798,752,43.9,752
244.07298,977,43.9,977
244.359,862,43.9,696
244.359,862,207,165
244.64502,1016,44,863
244.64502,1016,207,152
244.93002,633,44,633
245.21598,801,43.9,625
245.21598,801,206.8,175
245.502,645,44.1,645
245.78802,869,44,683
245.78802,869,207.1,186
246.07302,830,44,830
246.35898,734,44,734
246.645,730,44,730
246.93,682,44,682
247.21602,703,44,703
247.50198,853,43.9,853
247.788,960,44,738
247.788,960,207,221
248.073,840,43.9,840
248.35902,994,44,994
248.64498,1148,43.9,995
248.64498,1148,207,153
248.92998,914,44,717
248.92998,914,206.9,196
249.216,809,43.9,809
249.50202,721,44,721
249.78798,744,43.9,744
250.07298,611,44,611
250.359,771,43.9,771
250.64502,718,44,718
250.93002,847,44,847
251.21598,833,43.9,833
251.502,738,44,738
251.78802,914,44,755
251.78802,914,207,158
252.07302,803,44,803
252.35898,561,43.9,561
252.645,884,43.9,884
252.93102,879,44,879
253.21602,989,44,640
253.21602,989,72.9,168
253.21602,989,206.9,180
253.50198,1130,44,955
253.50198,1130,72.9,174
253.788,821,43.9,821
254.073,783,44,783
254.35902,632,43.9,632
254.64498,839,44,839
254.931,738,44,738
255.216,620,44.1,620
255.50202,695,43.9,695
255.78798,782,43.9,782
256.07298,749,44,749
256.359,943,44,943
256.64502,786,43.9,786
256.93098,936,43.9,775
256.93098,936,207,160
257.21598,801,44,801
257.502,731,43.9,731
257.78802,759,44,759
