"RetentionTime","TIC","Mass","Intensity"
185.49498,1256,41.1,169
185.49498,1256,44.1,903
185.49498,1256,207.1,182
185.781,1252,43,199
185.781,1252,43.9,827
185.781,1252,207.1,224
186.06702,1049,44,1049
186.35202,1124,44,906
186.35202,1124,207,217
186.63798,1242,41.1,151
186.63798,1242,44.1,891
186.63798,1242,207,199
186.924,762,43.9,762
187.209,1174,41,154
187.209,1174,44,1020
187.49502,1262,41,151
187.49502,1262,44,908
187.49502,1262,207,201
187.78098,984,44,821
187.78098,984,78.1,162
188.067,785,44,785
188.352,860,44,860
188.63802,785,43.9,785
188.92398,1218,44,1056
188.92398,1218,207.1,161
189.21,1083,44,799
189.21,1083,207,283
189.495,1029,44,1029
189.78102,1151,43.9,971
189.78102,1151,207,180
190.06698,1251,44,1029
190.06698,1251,206.9,221
190.35198,911,44,911
190.638,1337,40.9,239
190.638,1337,44,905
190.638,1337,207,193
190.92402,1041,41,168
190.92402,1041,44,873
191.20998,1183,41,179
191.20998,1183,43.9,799
191.20998,1183,207,204
191.49498,1060,43.9,877
191.49498,1060,207.2,183
191.781,1230,40.9,202
191.781,1230,43.9,1027
192.06702,1033,41,150
192.06702,1033,44,682
192.06702,1033,207.1,201
192.35202,1097,44,888
192.35202,1097,206.9,208
192.63798,910,44,910
192.924,874,44,874
193.21002,1218,44,1050
193.21002,1218,207,167
193.49502,1085,44,879
193.49502,1085,207,206
193.78098,1123,44,940
193.78098,1123,206.9,182
194.067,1225,44,911
194.067,1225,206.9,314
194.352,960,43.9,960
194.63802,1529,44,1132
194.63802,1529,78,162
194.63802,1529,206.9,235
194.92398,1087,43.9,1087
195.21,899,44,899
195.495,1367,44,1044
195.495,1367,77.9,162
195.495,1367,207,160
195.78102,990,44,990
196.06698,1115,42,234
196.06698,1115,44,880
196.35198,1185,43.9,1000
196.35198,1185,206.9,184
196.638,915,43.9,915
196.92402,1134,43.9,916
196.92402,1134,207.1,217
197.20998,994,44,994
197.49498,1229,43.9,1034
197.49498,1229,207.1,194
197.781,978,44,978
198.06702,1151,44,1151
198.35298,1122,44,1122
198.63798,1104,41,168
198.63798,1104,44,936
198.924,787,44.1,787
199.21002,1327,44,1128
199.21002,1327,55,198
199.49502,974,44,974
199.78098,1092,44,1092
200.067,903,44,903
200.35302,1196,44,1043
200.35302,1196,207.1,152
200.63802,1401,43,160
200.63802,1401,44,1076
200.63802,1401,207.1,164
200.92398,1079,44,1079
201.21,1037,43.9,869
201.21,1037,206.9,168
201.495,1084,44,1084
201.78102,1420,44,1241
201.78102,1420,207.1,179
202.06698,1147,44,1147
202.353,1131,44,951
202.353,1131,207,179
202.638,884,44,884
202.92402,834,43.9,834
203.20998,694,43.9,694
203.49498,1073,44,916
203.49498,1073,206.9,156
203.781,760,44,760
204.06702,1106,44,1106
204.35298,831,44,831
204.63798,902,43.9,902
204.924,999,44.1,999
205.21002,814,44,814
205.49502,933,44,933
205.78098,980,43.9,980
206.067,934,44,934
206.35302,891,44,891
206.63802,1032,44,855
206.63802,1032,207,176
206.92398,884,44,884
207.21,994,44,794
207.21,994,207,200
207.495,938,44,938
207.78102,1039,44,876
207.78102,1039,207.1,162
208.06698,963,43.9,963
208.353,1210,44,1210
208.638,947,44,947
208.92402,1120,44,961
208.92402,1120,77.2,158
209.20998,955,44,767
209.20998,955,207.1,188
209.496,1176,44,1176
209.781,759,44,759
210.06702,910,44,910
210.35298,884,44,884
210.63798,1023,44,840
210.63798,1023,206.9,182
210.924,1208,44,800
210.924,1208,73,223
210.924,1208,207.1,184
211.21002,3427,44,1121
211.21002,3427,73.1,989
211.21002,3427,74,184
211.21002,3427,147,662
211.21002,3427,280.9,237
211.21002,3427,281.2,230
211.49598,10355,44,921
211.49598,10355,45,215
211.49598,10355,59.1,166
211.49598,10355,73.1,2935
211.49598,10355,74.1,328
211.49598,10355,75.2,166
211.49598,10355,147.1,1501
211.49598,10355,148.1,228
211.49598,10355,149.1,154
211.49598,10355,207.2,197
211.49598,10355,221.1,202
211.49598,10355,281.1,1104
211.49598,10355,282.1,416
211.49598,10355,283.1,346
211.49598,10355,327.1,574
211.49598,10355,327.9,193
211.49598,10355,341.2,379
211.49598,10355,415.2,320
211.78098,12621,43.9,1043
211.78098,12621,73.1,3206
211.78098,12621,74,243
211.78098,12621,133.1,189
211.78098,12621,147.1,1522
211.78098,12621,148,326
211.78098,12621,207,232
211.78098,12621,221.1,374
211.78098,12621,281.2,2090
211.78098,12621,282,571
211.78098,12621,283.1,365
211.78098,12621,327.1,926
211.78098,12621,328.1,192
211.78098,12621,328.9,193
211.78098,12621,341,461
211.78098,12621,399.2,383
211.78098,12621,415,295
212.067,8321,43.9,772
212.067,8321,73.1,1256
212.067,8321,147.1,972
212.067,8321,148.1,186
212.067,8321,207.1,216
212.067,8321,221.2,176
212.067,8321,281.1,1404
212.067,8321,282,446
212.067,8321,283.1,384
212.067,8321,327,810
212.067,8321,327.9,238
212.067,8321,328.8,153
212.067,8321,341.2,372
212.067,8321,399,293
212.067,8321,415.1,402
212.067,8321,416.1,235
212.35302,2769,44,1021
212.35302,2769,72.9,333
212.35302,2769,147,272
212.35302,2769,207,153
212.35302,2769,281.1,579
212.35302,2769,327.1,408
212.63802,1128,43.9,957
212.63802,1128,207,170
212.92398,820,43.9,820
213.21,1099,44,1099
213.49602,1160,43.9,1000
213.49602,1160,207.1,159
213.78102,1111,44,957
213.78102,1111,207.1,153
214.06698,1022,44,1022
214.353,1297,43.9,1113
214.353,1297,207.1,184
214.638,1159,44,1159
214.92402,1234,44.1,1040
214.92402,1234,207.1,193
215.20998,989,41,164
215.20998,989,43.9,824
215.496,727,44,727
215.781,786,44,786
216.06702,975,44,975
216.35298,888,44,888
216.63798,724,44.1,724
216.924,869,44,869
217.21002,812,44,812
217.49598,885,44,732
217.49598,885,207,152
217.78098,913,44,913
218.067,949,44,949
218.35302,706,44,706
218.63802,818,43.9,818
218.92398,1000,44,1000
219.21,956,44,956
219.49602,935,44,935
219.78102,1123,44,1123
