"RetentionTime","TIC","Mass","Intensity"
185.49702,897,43.9,398
185.49702,897,69.1,181
185.49702,897,99.9,153
185.49702,897,207,163
185.78202,1364,43.9,554
185.78202,1364,55,212
185.78202,1364,68.9,224
185.78202,1364,131,169
185.78202,1364,206.9,203
186.06798,1251,40.9,208
186.06798,1251,43.9,651
186.06798,1251,69.1,236
186.06798,1251,206.9,155
186.354,1501,41.1,161
186.354,1501,43.1,196
186.354,1501,44,553
186.354,1501,55,160
186.354,1501,69,232
186.354,1501,207.1,197
186.64002,1628,41,156
186.64002,1628,42.1,171
186.64002,1628,43.8,403
186.64002,1628,56.1,212
186.64002,1628,69.1,332
186.64002,1628,77,162
186.64002,1628,99.9,189
186.92502,1426,43.9,457
186.92502,1426,55,186
186.92502,1426,69,380
186.92502,1426,99.9,182
186.92502,1426,207.1,219
187.21098,1903,40.9,199
187.21098,1903,42.9,203
187.21098,1903,43.9,459
187.21098,1903,55.1,185
187.21098,1903,69.1,252
187.21098,1903,100,203
187.21098,1903,131,161
187.21098,1903,207.1,237
187.497,1549,40.8,279
187.497,1549,44.1,361
187.497,1549,57.2,154
187.497,1549,66.9,153
187.497,1549,69.1,159
187.497,1549,99.8,262
187.497,1549,131,178
187.782,1796,41,245
187.782,1796,44,535
187.782,1796,69,237
187.782,1796,79.1,210
187.782,1796,100,225
187.782,1796,131.1,183
187.782,1796,207,158
188.06802,1138,40.9,223
188.06802,1138,43.9,453
188.06802,1138,68.9,254
188.06802,1138,207,207
188.35398,2112,41.1,219
188.35398,2112,43.1,152
188.35398,2112,43.9,416
188.35398,2112,50,217
188.35398,2112,55.1,155
188.35398,2112,69.1,244
188.35398,2112,99.9,178
188.35398,2112,130.9,232
188.35398,2112,207.1,295
188.64,1491,43,150
188.64,1491,44,390
188.64,1491,44.8,169
188.64,1491,69,180
188.64,1491,99.9,202
188.64,1491,130.8,215
188.64,1491,207.1,180
188.925,1487,41,255
188.925,1487,43,169
188.925,1487,44.1,494
188.925,1487,69,243
188.925,1487,77.9,154
188.925,1487,207.1,169
189.21102,1634,41,202
189.21102,1634,42.1,210
189.21102,1634,43.9,484
189.21102,1634,69,195
189.21102,1634,99.9,150
189.21102,1634,131,174
189.21102,1634,207,216
189.49698,1591,40.9,195
189.49698,1591,44,555
189.49698,1591,69.1,189
189.49698,1591,93.9,184
189.49698,1591,100,150
189.49698,1591,131,157
189.49698,1591,207,158
189.78198,954,41.1,192
189.78198,954,43.9,541
189.78198,954,69,220
190.068,1332,41,192
190.068,1332,44,681
190.068,1332,57.1,241
190.068,1332,69,216
190.35402,1339,41,203
190.35402,1339,43.9,558
190.35402,1339,69,373
190.35402,1339,207,204
190.63998,1629,41.1,248
190.63998,1629,43,171
190.63998,1629,44,585
190.63998,1629,68.9,318
190.63998,1629,207,304
190.92498,1257,44,574
190.92498,1257,100.1,282
190.92498,1257,130.9,179
190.92498,1257,207,220
191.211,1564,41,232
191.211,1564,42.8,183
191.211,1564,44.1,563
191.211,1564,55,204
191.211,1564,99.8,177
191.211,1564,131.1,202
191.49702,1011,40.9,220
191.49702,1011,43.9,439
191.49702,1011,55,177
191.49702,1011,69,175
191.78202,1434,41,251
191.78202,1434,43.9,443
191.78202,1434,56,164
191.78202,1434,69.1,231
191.78202,1434,99.9,188
191.78202,1434,207,155
192.06798,1102,43.9,547
192.06798,1102,55.1,180
192.06798,1102,68.9,201
192.06798,1102,207.1,172
192.354,957,43.9,497
192.354,957,55,163
192.354,957,69,296
192.64002,1394,40.9,239
192.64002,1394,41.9,158
192.64002,1394,43.9,444
192.64002,1394,50,192
192.64002,1394,69,201
192.64002,1394,207.1,158
192.92502,1864,41.1,218
192.92502,1864,44,558
192.92502,1864,55,175
192.92502,1864,57.1,166
192.92502,1864,69,156
192.92502,1864,76.9,194
192.92502,1864,100.1,151
192.92502,1864,206.9,244
193.21098,1547,40.9,184
193.21098,1547,43.9,622
193.21098,1547,54.8,237
193.21098,1547,69.1,156
193.21098,1547,77,172
193.21098,1547,207,174
193.497,1529,40.9,187
193.497,1529,44,480
193.497,1529,69.1,306
193.497,1529,100,188
193.497,1529,130.9,191
193.497,1529,207,175
193.78302,902,40.9,228
193.78302,902,44,400
193.78302,902,68.9,273
194.06802,1482,43,207
194.06802,1482,44,505
194.06802,1482,69.1,372
194.06802,1482,100,216
194.06802,1482,206.9,179
194.35398,1436,40.9,207
194.35398,1436,43.1,250
194.35398,1436,43.9,470
194.35398,1436,69,296
194.35398,1436,207,210
194.64,1490,43.2,200
194.64,1490,44,548
194.64,1490,50.1,152
194.64,1490,68.9,224
194.64,1490,78.1,196
194.64,1490,207,168
194.925,1254,43.9,605
194.925,1254,68.8,165
194.925,1254,77.9,154
194.925,1254,105.1,155
194.925,1254,206.9,173
195.21102,765,43.8,406
195.21102,765,68.9,197
195.21102,765,207,161
195.49698,1614,41,188
195.49698,1614,43.1,176
195.49698,1614,44,706
195.49698,1614,57.1,152
195.49698,1614,68.9,216
195.49698,1614,207,175
195.783,2164,41.2,282
195.783,2164,43.9,630
195.783,2164,55.2,155
195.783,2164,57.2,153
195.783,2164,68.9,216
195.783,2164,77.1,172
195.783,2164,78,164
195.783,2164,130.9,177
195.783,2164,207,212
196.068,1590,43,162
196.068,1590,44.1,467
196.068,1590,68.9,182
196.068,1590,99.9,304
196.068,1590,131.1,216
196.068,1590,207,258
196.35402,1194,44,440
196.35402,1194,69,241
196.35402,1194,78,207
196.35402,1194,207,303
