"RetentionTime","TIC","Mass","Intensity"
185.496,764,44.1,545
185.496,764,207,218
185.78202,566,44,566
186.06798,738,44,578
186.06798,738,206.8,160
186.35298,761,44,761
186.639,957,44,734
186.639,957,207,222
186.92502,824,43.9,649
186.92502,824,206.9,175
187.21002,728,44,728
187.49598,751,43.9,751
187.782,701,43.9,457
187.782,701,207,244
188.06802,710,44,710
188.35302,746,41,167
188.35302,746,43.9,578
188.63898,1019,40.9,157
188.63898,1019,44,861
188.925,600,43.9,600
189.21,790,43.9,632
189.21,790,207,158
189.49602,743,43.9,743
189.78198,629,44,629
190.068,499,43.9,499
190.353,984,44,788
190.353,984,207,196
190.63902,692,44,692
190.92498,834,43.9,834
191.20998,823,44,823
191.496,633,43.9,633
191.78202,652,43.9,652
192.06798,1101,44,941
192.06798,1101,207,160
192.35298,826,44,826
192.639,962,43.9,778
192.639,962,207,183
192.92502,550,44,550
193.21002,1004,44,844
193.21002,1004,207,160
193.49598,605,44,605
193.782,536,43.8,536
194.06802,569,43.9,569
194.35302,997,43.9,809
194.35302,997,207,188
194.63898,1158,43.9,735
194.63898,1158,94.1,184
194.63898,1158,207,239
194.925,621,44,621
195.21102,761,44,761
195.49602,697,43.9,697
195.78198,904,44,904
196.068,1081,43.9,904
196.068,1081,206.9,176
196.353,941,40.9,171
196.353,941,44,561
196.353,941,206.9,208
196.63902,664,44,664
196.92498,781,44,781
197.211,1037,44,868
197.211,1037,207,169
197.496,605,44,605
197.78202,930,44,930
198.06798,986,43.9,692
198.06798,986,207,294
198.35298,616,44,616
198.639,663,44,663
198.92502,859,44,686
198.92502,859,206.9,173
199.21098,736,44,547
199.21098,736,207,189
199.49598,943,44,766
199.49598,943,206.9,176
199.782,637,44,637
200.06802,750,44,750
200.35302,742,44,555
200.35302,742,207,186
200.63898,587,44,587
200.925,657,44.1,657
201.21102,730,44,574
201.21102,730,206.9,155
201.49602,799,44,799
201.78198,746,43.9,746
202.068,669,44,669
202.353,1150,44,1150
202.63902,593,44,593
202.92498,785,43.9,587
202.92498,785,206.9,197
203.211,1037,44,856
203.211,1037,206.9,180
203.496,706,44,706
203.78202,481,44,481
204.06798,770,44,770
204.35298,976,44,819
204.35298,976,207,157
204.639,889,43.9,889
204.92502,631,43.9,631
205.21098,655,44,503
205.21098,655,206.9,152
205.49598,1005,44,853
205.49598,1005,206.8,152
205.782,657,44.1,657
206.06802,583,43.9,583
206.35398,793,43.9,634
206.35398,793,206.9,158
206.63898,691,43.9,691
206.925,686,43.9,686
207.21102,873,44,703
207.21102,873,78.2,169
207.49602,995,43.9,745
207.49602,995,206.8,249
207.78198,822,43.9,822
208.068,721,44,721
208.35402,847,44,847
208.63902,653,44.1,653
208.92498,861,44,861
209.211,750,44,750
209.496,663,44,663
209.78202,587,44,587
210.06798,777,43.9,777
210.354,533,43.9,533
210.639,903,44,744
210.639,903,207.2,159
210.92502,729,43.9,729
211.21098,926,43.9,752
211.21098,926,207.1,173
211.49598,716,44,716
211.782,880,44,727
211.782,880,146.9,153
212.06802,780,44,589
212.06802,780,207,190
212.35398,613,43.9,613
212.63898,548,44,548
212.925,657,44,657
213.21102,602,44,602
213.49602,666,44,666
213.78198,955,44,760
213.78198,955,207.1,195
214.068,1033,44,792
214.068,1033,207,240
214.35402,830,43.9,672
214.35402,830,206.8,157
214.63902,742,44,742
214.92498,891,44,632
