"RetentionTime","TIC","Mass","Intensity"
185.49498,1083,44,767
185.49498,1083,73,151
185.49498,1083,207,164
185.77998,1269,44,1073
185.77998,1269,207,195
186.066,1405,41,184
186.066,1405,43.9,998
186.066,1405,207.1,223
186.35202,972,43.9,972
186.63798,839,44,839
186.92298,1412,44,1213
186.92298,1412,207,198
187.209,1512,41,178
187.209,1512,44,1160
187.209,1512,207.1,172
187.49502,1009,44,1009
187.78002,1481,43,158
187.78002,1481,44,940
187.78002,1481,78,155
187.78002,1481,207,227
188.06598,967,43.9,967
188.352,1032,44,868
188.352,1032,207.2,164
188.63802,1080,44,892
188.63802,1080,207.2,187
188.92302,1177,43.9,830
188.92302,1177,57.1,156
188.92302,1177,207,189
189.20898,1487,41.1,249
189.20898,1487,44,997
189.20898,1487,207,241
189.495,1287,44,1287
189.78,1100,41.1,169
189.78,1100,44,931
190.06602,1296,43,155
190.06602,1296,44,1141
190.35198,1046,44,1046
190.638,1336,44,1172
190.638,1336,78,163
190.923,1078,44,1078
191.20902,1232,44,1232
191.49498,1432,41,191
191.49498,1432,44,1000
191.49498,1432,207.1,240
191.77998,1159,43.1,183
191.77998,1159,44,975
192.066,1572,42.8,154
192.066,1572,44,1006
192.066,1572,73,232
192.066,1572,207,180
192.35202,1476,41.1,201
192.35202,1476,43.1,152
192.35202,1476,44,812
192.35202,1476,73.1,157
192.35202,1476,78.1,152
192.63798,1518,41,199
192.63798,1518,44,1136
192.63798,1518,207,182
192.92298,948,44,948
193.209,1241,44,1073
193.209,1241,206.9,167
193.49502,1033,44,1033
193.78002,1319,43,172
193.78002,1319,43.9,1146
194.06598,1288,44,1111
194.06598,1288,207.1,177
194.352,1040,43.9,887
194.352,1040,206.9,153
194.63802,1012,44.1,850
194.63802,1012,207,161
194.92302,936,44,936
195.20898,1073,44,1073
195.495,974,44,817
195.495,974,207,157
195.78102,1082,44,1082
196.06602,873,44,873
196.35198,981,43.9,981
196.638,967,43.1,159
196.638,967,44,807
196.923,1011,44,1011
197.20902,1051,44,1051
197.49498,859,43.9,859
197.781,1171,43.9,1005
197.781,1171,207.1,166
198.066,1167,44,995
198.066,1167,77.9,172
198.35202,1160,44,967
198.35202,1160,207.1,193
198.63798,1103,44,950
198.63798,1103,207,152
198.92298,808,44.1,808
199.209,1236,44,1236
199.49502,1321,44,1130
199.49502,1321,207.1,190
199.78098,1180,40.9,163
199.78098,1180,44,1016
200.06598,1144,43.9,958
200.06598,1144,78.1,185
200.352,929,44,929
200.63802,1051,41,155
200.63802,1051,44,896
200.92302,1030,43.9,1030
201.20898,1002,44,1002
201.495,1377,42.8,164
201.495,1377,44,1016
201.495,1377,207.1,197
201.78102,1062,44,1062
202.06602,1120,44,943
202.06602,1120,207.1,177
202.35198,1184,40.9,230
202.35198,1184,44,953
202.638,863,44,863
202.923,1087,44,1087
203.20902,1357,43,153
203.20902,1357,43.9,1026
203.20902,1357,207.1,177
203.49498,1107,43.9,942
203.49498,1107,78,164
203.781,1206,44,1206
204.066,1194,44,1015
204.066,1194,207.1,179
204.35202,919,44,919
204.63798,1149,44,995
204.63798,1149,207.1,153
204.92298,990,44,990
205.209,935,44,935
205.49502,803,44.1,803
205.78098,1024,44,871
205.78098,1024,78,153
206.06598,1126,44,1126
206.352,1143,44,947
206.352,1143,207,195
206.63802,1140,44,1140
206.92398,957,44,957
207.20898,1005,44,1005
207.495,1056,43.9,889
207.495,1056,78,166
207.78102,1054,44,1054
208.06602,1039,43.9,1039
208.35198,1294,41,172
208.35198,1294,44,925
208.35198,1294,207.1,196
208.638,1007,44.1,1007
208.92402,925,44,925
209.20902,1077,44,883
209.20902,1077,207,193
209.49498,1083,44,864
209.49498,1083,207,218
209.781,1209,44,1043
209.781,1209,207,166
210.066,1242,44,1021
210.066,1242,207.1,221
210.35202,1026,44,872
210.35202,1026,207.1,153
210.63798,943,44,943
210.924,1515,44,1095
210.924,1515,73,215
210.924,1515,207.1,204
