"RetentionTime","TIC","Mass","Intensity"
185.49102,1025,41,152
185.49102,1025,44,719
185.49102,1025,207,154
185.77698,1272,44,1074
185.77698,1272,206.9,197
186.06198,843,44,843
186.348,751,44.1,751
186.63402,886,44,886
186.91902,955,41.2,154
186.91902,955,44,800
187.20498,1103,44,1103
187.491,1004,44,1004
187.77702,774,44,774
188.06202,960,44,960
188.34798,1011,43,156
188.34798,1011,44.1,855
188.634,1137,40.8,170
188.634,1137,44,778
188.634,1137,207,187
188.92002,859,44,859
189.20502,942,44,942
189.49098,743,44,743
189.777,696,43.9,696
190.062,1404,41.1,181
190.062,1404,44,1066
190.062,1404,207,156
190.34802,911,44.1,911
190.63398,1328,41,170
190.63398,1328,43.1,167
190.63398,1328,44,990
190.92,1149,44,996
190.92,1149,78.2,152
191.205,1154,42.9,211
191.205,1154,44,943
191.49102,1427,43,202
191.49102,1427,44,1225
191.77698,1039,44,1039
192.06198,947,44.1,947
192.348,804,44,804
192.63402,789,43.9,789
192.91998,977,44,811
192.91998,977,77.9,166
193.20498,1171,41,151
193.20498,1171,44,1019
193.491,1198,43.9,1012
193.491,1198,55,186
193.77702,1079,41,185
193.77702,1079,44,893
194.06202,1601,41,173
194.06202,1601,44,1095
194.06202,1601,94.1,153
194.06202,1601,207.2,178
194.34798,1428,44,1196
194.34798,1428,94,232
194.634,1108,44,1108
194.92002,1032,44,1032
195.20502,829,44,829
195.49098,1051,41.1,172
195.49098,1051,44.1,879
195.777,1016,41.1,153
195.777,1016,44.1,862
196.062,1168,44,1168
196.34802,1076,44,1076
196.63398,999,40.9,168
196.63398,999,44,830
196.92,1301,42.9,224
196.92,1301,43.9,908
196.92,1301,207,169
197.205,788,44,788
197.49102,1415,43.9,1011
197.49102,1415,54.9,179
197.49102,1415,207.1,225
197.77698,733,44,733
198.063,1059,44,882
198.063,1059,207.1,176
198.348,974,44,974
198.63402,1070,41.1,152
198.63402,1070,44,917
198.91998,1002,43.9,836
198.91998,1002,78.1,165
199.20498,1143,44,964
199.20498,1143,207.1,178
199.491,835,44,835
199.77702,1203,44,993
199.77702,1203,207.1,209
200.06298,960,43.9,960
200.34798,1004,44.1,1004
200.634,763,44,763
200.92002,1096,44,1096
201.20502,879,43.9,879
201.49098,986,44,986
201.777,1013,43.9,1013
202.06302,1017,44,1017
202.34802,1051,44,1051
202.63398,827,44,827
202.92,1023,44,1023
203.205,1113,44,1113
203.49102,973,44,973
203.77698,926,44,926
204.063,934,43.9,934
204.348,925,44,925
204.63402,1078,44,1078
204.91998,957,43.9,798
204.91998,957,207,158
205.20498,1011,43.9,1011
205.491,1032,44,1032
205.77702,892,43.9,892
206.06298,1105,44,1105
206.34798,976,44,976
206.634,1029,44,1029
206.92002,949,44,949
207.20502,1026,44.1,872
207.20502,1026,207,153
207.49098,850,43.9,850
207.777,1172,44,1010
207.777,1172,78.1,161
208.06302,977,43.9,977
208.34802,903,44,903
208.63398,1373,43.9,1138
208.63398,1373,207,235
208.92,1147,43.9,979
208.92,1147,207,167
209.20602,936,43.9,936
209.49102,929,44,929
209.77698,895,44,895
210.063,1009,43.9,1009
210.348,1017,44,1017
210.63402,825,44,825
210.91998,1108,44,1108
211.206,1240,43.9,973
211.206,1240,73.1,266
211.491,2649,44,994
211.491,2649,73.1,845
211.491,2649,147,297
211.491,2649,207,209
211.491,2649,281.1,302
211.77702,3878,44,1074
211.77702,3878,73.1,1010
211.77702,3878,147.1,421
211.77702,3878,207.1,156
211.77702,3878,281.2,673
211.77702,3878,281.9,152
211.77702,3878,326.9,219
211.77702,3878,340.9,170
212.06298,3053,44,904
212.06298,3053,73,598
212.06298,3053,147.2,314
212.06298,3053,281.1,474
212.06298,3053,282,185
212.06298,3053,327,249
212.06298,3053,341.1,170
212.06298,3053,415.1,156
212.34798,1188,43.9,1024
212.34798,1188,147.1,164
212.634,1182,44,1027
212.634,1182,78.1,154
212.92002,1133,44,1133
213.20598,1121,44,1121
213.49098,860,44,860
213.777,1096,44.1,933
213.777,1096,207.1,163
214.06302,1023,44,1023
214.34802,885,44,885
214.63398,1126,44,1126
214.92,838,44,838
215.20602,1050,44,1050
215.49102,797,43.9,797
215.77698,1086,44.1,934
215.77698,1086,207,152
216.063,992,43.9,835
216.063,992,78.2,156
216.348,820,43.9,820
216.63402,1051,44,1051
216.91998,754,44,754
217.206,905,44,905
217.491,827,44,827
217.77702,1021,41.1,167
217.77702,1021,43.9,853
218.06298,1083,44,1083
218.349,1182,44,1024
218.349,1182,207.1,158
218.634,844,44,844
218.92002,854,44,854
